,resId,siteNo,hiveNo,frameNo,hour,paramText,anMethText,resVal,resUnit,resUnit_desc,resValUncert,resValUncertSD,resQualValue,date
157548,CW208905,3,1,,23,Colony weight,Automatic recording,25.5,G167A,Kilogram,,,,2019-07-19 23:00:00
157555,CW208909,3,1,,3,Colony weight,Automatic recording,25.4,G167A,Kilogram,,,,2019-07-20 03:00:00
157560,CW209862,3,1,,16,Colony weight,Automatic recording,29.3,G167A,Kilogram,,,,2019-08-30 16:00:00
157565,CW209866,3,1,,20,Colony weight,Automatic recording,29.4,G167A,Kilogram,,,,2019-08-30 20:00:00
157568,CW209870,3,1,,0,Colony weight,Automatic recording,29.4,G167A,Kilogram,,,,2019-08-31 00:00:00
157575,CW209878,3,1,,9,Colony weight,Automatic recording,29.3,G167A,Kilogram,,,,2019-08-31 09:00:00
157580,CW209882,3,1,,13,Colony weight,Automatic recording,29.1,G167A,Kilogram,,,,2019-08-31 13:00:00
157585,CW209886,3,1,,17,Colony weight,Automatic recording,29.2,G167A,Kilogram,,,,2019-08-31 17:00:00
157596,CW209898,3,1,,6,Colony weight,Automatic recording,29.5,G167A,Kilogram,,,,2019-09-01 06:00:00
157599,CW209902,3,1,,10,Colony weight,Automatic recording,29.4,G167A,Kilogram,,,,2019-09-01 10:00:00
157612,CW209910,3,1,,18,Colony weight,Automatic recording,29.4,G167A,Kilogram,,,,2019-09-01 18:00:00
157613,CW209914,3,1,,22,Colony weight,Automatic recording,29.3,G167A,Kilogram,,,,2019-09-01 22:00:00
157616,CW210854,3,1,,4,Colony weight,Automatic recording,23.6,G167A,Kilogram,,,,2019-10-14 04:00:00
157623,CW210862,3,1,,12,Colony weight,Automatic recording,23.6,G167A,Kilogram,,,,2019-10-14 12:00:00
157628,CW210866,3,1,,16,Colony weight,Automatic recording,23.5,G167A,Kilogram,,,,2019-10-14 16:00:00
157633,CW210870,3,1,,20,Colony weight,Automatic recording,23.5,G167A,Kilogram,,,,2019-10-14 20:00:00
157642,CW210879,3,1,,6,Colony weight,Automatic recording,23.6,G167A,Kilogram,,,,2019-10-15 06:00:00
157643,CW210884,3,1,,10,Colony weight,Automatic recording,23.5,G167A,Kilogram,,,,2019-10-15 10:00:00
157652,CW210888,3,1,,14,Colony weight,Automatic recording,23.5,G167A,Kilogram,,,,2019-10-15 14:00:00
157657,CW210896,3,1,,23,Colony weight,Automatic recording,23.5,G167A,Kilogram,,,,2019-10-15 23:00:00
157662,CW210900,3,1,,3,Colony weight,Automatic recording,23.5,G167A,Kilogram,,,,2019-10-16 03:00:00
157663,CW210904,3,1,,7,Colony weight,Automatic recording,23.4,G167A,Kilogram,,,,2019-10-16 07:00:00
157672,CW210912,3,1,,15,Colony weight,Automatic recording,23.5,G167A,Kilogram,,,,2019-10-16 15:00:00
157677,CW210916,3,1,,20,Colony weight,Automatic recording,23.5,G167A,Kilogram,,,,2019-10-16 20:00:00
157741,CW208911,3,1,,5,Colony weight,Automatic recording,25.3,G167A,Kilogram,,,,2019-07-20 05:00:00
157744,CW208915,3,1,,9,Colony weight,Automatic recording,24.3,G167A,Kilogram,,,,2019-07-20 09:00:00
157751,CW208923,3,1,,18,Colony weight,Automatic recording,25.5,G167A,Kilogram,,,,2019-07-20 18:00:00
157756,CW208927,3,1,,22,Colony weight,Automatic recording,26.0,G167A,Kilogram,,,,2019-07-20 22:00:00
157761,CW208931,3,1,,2,Colony weight,Automatic recording,25.9,G167A,Kilogram,,,,2019-07-21 02:00:00
157770,CW208939,3,1,,11,Colony weight,Automatic recording,25.7,G167A,Kilogram,,,,2019-07-21 11:00:00
157771,CW208943,3,1,,15,Colony weight,Automatic recording,25.6,G167A,Kilogram,,,,2019-07-21 15:00:00
157776,CW208947,3,1,,19,Colony weight,Automatic recording,25.4,G167A,Kilogram,,,,2019-07-21 19:00:00
157785,CW208955,3,1,,3,Colony weight,Automatic recording,25.3,G167A,Kilogram,,,,2019-07-22 03:00:00
157790,CW208959,3,1,,8,Colony weight,Automatic recording,25.1,G167A,Kilogram,,,,2019-07-22 08:00:00
157791,CW208963,3,1,,12,Colony weight,Automatic recording,24.6,G167A,Kilogram,,,,2019-07-22 12:00:00
157800,CW208971,3,1,,20,Colony weight,Automatic recording,25.1,G167A,Kilogram,,,,2019-07-22 20:00:00
157805,CW209920,3,1,,5,Colony weight,Automatic recording,29.4,G167A,Kilogram,,,,2019-09-02 05:00:00
157810,CW209924,3,1,,9,Colony weight,Automatic recording,29.3,G167A,Kilogram,,,,2019-09-02 09:00:00
157815,CW209932,3,1,,17,Colony weight,Automatic recording,29.2,G167A,Kilogram,,,,2019-09-02 17:00:00
157820,CW209936,3,1,,21,Colony weight,Automatic recording,29.2,G167A,Kilogram,,,,2019-09-02 21:00:00
157825,CW209940,3,1,,2,Colony weight,Automatic recording,29.3,G167A,Kilogram,,,,2019-09-03 02:00:00
157832,CW209949,3,1,,10,Colony weight,Automatic recording,29.4,G167A,Kilogram,,,,2019-09-03 10:00:00
157835,CW209953,3,1,,14,Colony weight,Automatic recording,29.3,G167A,Kilogram,,,,2019-09-03 14:00:00
157840,CW209957,3,1,,18,Colony weight,Automatic recording,29.2,G167A,Kilogram,,,,2019-09-03 18:00:00
157853,CW209969,3,1,,7,Colony weight,Automatic recording,29.3,G167A,Kilogram,,,,2019-09-04 07:00:00
157858,CW209973,3,1,,11,Colony weight,Automatic recording,29.2,G167A,Kilogram,,,,2019-09-04 11:00:00
157867,CW210918,3,1,,22,Colony weight,Automatic recording,23.5,G167A,Kilogram,,,,2019-10-16 22:00:00
157868,CW210922,3,1,,2,Colony weight,Automatic recording,23.5,G167A,Kilogram,,,,2019-10-17 02:00:00
157873,CW210926,3,1,,6,Colony weight,Automatic recording,23.5,G167A,Kilogram,,,,2019-10-17 06:00:00
157880,CW210934,3,1,,15,Colony weight,Automatic recording,23.5,G167A,Kilogram,,,,2019-10-17 15:00:00
157887,CW210938,3,1,,19,Colony weight,Automatic recording,23.4,G167A,Kilogram,,,,2019-10-17 19:00:00
157888,CW210942,3,1,,23,Colony weight,Automatic recording,23.5,G167A,Kilogram,,,,2019-10-17 23:00:00
157897,CW210950,3,1,,7,Colony weight,Automatic recording,23.5,G167A,Kilogram,,,,2019-10-18 07:00:00
157900,CW210954,3,1,,12,Colony weight,Automatic recording,23.4,G167A,Kilogram,,,,2019-10-18 12:00:00
157907,CW210958,3,1,,16,Colony weight,Automatic recording,23.2,G167A,Kilogram,,,,2019-10-18 16:00:00
157912,CW210966,3,1,,0,Colony weight,Automatic recording,23.2,G167A,Kilogram,,,,2019-10-19 00:00:00
157917,CW210970,3,1,,4,Colony weight,Automatic recording,23.2,G167A,Kilogram,,,,2019-10-19 04:00:00
157926,CW210974,3,1,,9,Colony weight,Automatic recording,23.2,G167A,Kilogram,,,,2019-10-19 09:00:00
157991,CW208977,3,1,,2,Colony weight,Automatic recording,24.9,G167A,Kilogram,,,,2019-07-23 02:00:00
157996,CW208981,3,1,,7,Colony weight,Automatic recording,24.7,G167A,Kilogram,,,,2019-07-23 07:00:00
158005,CW208985,3,1,,11,Colony weight,Automatic recording,24.1,G167A,Kilogram,,,,2019-07-23 11:00:00
158008,CW208993,3,1,,19,Colony weight,Automatic recording,25.1,G167A,Kilogram,,,,2019-07-23 19:00:00
158011,CW208997,3,1,,23,Colony weight,Automatic recording,25.1,G167A,Kilogram,,,,2019-07-23 23:00:00
158016,CW209001,3,1,,3,Colony weight,Automatic recording,25.1,G167A,Kilogram,,,,2019-07-24 03:00:00
158025,CW209009,3,1,,12,Colony weight,Automatic recording,24.3,G167A,Kilogram,,,,2019-07-24 12:00:00
158028,CW209013,3,1,,16,Colony weight,Automatic recording,24.9,G167A,Kilogram,,,,2019-07-24 16:00:00
158031,CW209017,3,1,,20,Colony weight,Automatic recording,25.8,G167A,Kilogram,,,,2019-07-24 20:00:00
158044,CW209025,3,1,,5,Colony weight,Automatic recording,25.6,G167A,Kilogram,,,,2019-07-25 05:00:00
158045,CW209029,3,1,,9,Colony weight,Automatic recording,24.8,G167A,Kilogram,,,,2019-07-25 09:00:00
158048,CW209033,3,1,,13,Colony weight,Automatic recording,24.8,G167A,Kilogram,,,,2019-07-25 13:00:00
158055,CW209987,3,1,,2,Colony weight,Automatic recording,29.4,G167A,Kilogram,,,,2019-09-05 02:00:00
158060,CW209991,3,1,,6,Colony weight,Automatic recording,29.4,G167A,Kilogram,,,,2019-09-05 06:00:00
158065,CW209995,3,1,,10,Colony weight,Automatic recording,29.3,G167A,Kilogram,,,,2019-09-05 10:00:00
158074,CW210003,3,1,,19,Colony weight,Automatic recording,29.2,G167A,Kilogram,,,,2019-09-05 19:00:00
158075,CW210007,3,1,,23,Colony weight,Automatic recording,29.2,G167A,Kilogram,,,,2019-09-05 23:00:00
158084,CW210011,3,1,,3,Colony weight,Automatic recording,29.2,G167A,Kilogram,,,,2019-09-06 03:00:00
158089,CW210019,3,1,,11,Colony weight,Automatic recording,29.1,G167A,Kilogram,,,,2019-09-06 11:00:00
158094,CW210023,3,1,,16,Colony weight,Automatic recording,29.1,G167A,Kilogram,,,,2019-09-06 16:00:00
158095,CW210027,3,1,,20,Colony weight,Automatic recording,29.4,G167A,Kilogram,,,,2019-09-06 20:00:00
158108,CW210039,3,1,,8,Colony weight,Automatic recording,29.1,G167A,Kilogram,,,,2019-09-07 08:00:00
158113,CW210980,3,1,,15,Colony weight,Automatic recording,23.2,G167A,Kilogram,,,,2019-10-19 15:00:00
158122,CW210988,3,1,,23,Colony weight,Automatic recording,23.3,G167A,Kilogram,,,,2019-10-19 23:00:00
158123,CW210992,3,1,,3,Colony weight,Automatic recording,23.3,G167A,Kilogram,,,,2019-10-20 03:00:00
158128,CW210996,3,1,,8,Colony weight,Automatic recording,23.3,G167A,Kilogram,,,,2019-10-20 08:00:00
158137,CW211004,3,1,,16,Colony weight,Automatic recording,23.1,G167A,Kilogram,,,,2019-10-20 16:00:00
158142,CW211008,3,1,,20,Colony weight,Automatic recording,23.1,G167A,Kilogram,,,,2019-10-20 20:00:00
158143,CW211012,3,1,,0,Colony weight,Automatic recording,23.2,G167A,Kilogram,,,,2019-10-21 00:00:00
158152,CW211020,3,1,,9,Colony weight,Automatic recording,23.2,G167A,Kilogram,,,,2019-10-21 09:00:00
158161,CW211024,3,1,,13,Colony weight,Automatic recording,23.2,G167A,Kilogram,,,,2019-10-21 13:00:00
158162,CW211028,3,1,,17,Colony weight,Automatic recording,23.2,G167A,Kilogram,,,,2019-10-21 17:00:00
158167,CW211036,3,1,,2,Colony weight,Automatic recording,23.2,G167A,Kilogram,,,,2019-10-22 02:00:00
158172,CW211040,3,1,,6,Colony weight,Automatic recording,23.2,G167A,Kilogram,,,,2019-10-22 06:00:00
158240,CW209035,3,1,,15,Colony weight,Automatic recording,25.1,G167A,Kilogram,,,,2019-07-25 15:00:00
158241,CW209039,3,1,,19,Colony weight,Automatic recording,25.9,G167A,Kilogram,,,,2019-07-25 19:00:00
158250,CW209047,3,1,,4,Colony weight,Automatic recording,25.8,G167A,Kilogram,,,,2019-07-26 04:00:00
158251,CW209051,3,1,,8,Colony weight,Automatic recording,25.1,G167A,Kilogram,,,,2019-07-26 08:00:00
158256,CW209055,3,1,,12,Colony weight,Automatic recording,24.9,G167A,Kilogram,,,,2019-07-26 12:00:00
158265,CW209063,3,1,,20,Colony weight,Automatic recording,25.9,G167A,Kilogram,,,,2019-07-26 20:00:00
158270,CW209067,3,1,,0,Colony weight,Automatic recording,25.8,G167A,Kilogram,,,,2019-07-27 00:00:00
158271,CW209071,3,1,,5,Colony weight,Automatic recording,25.8,G167A,Kilogram,,,,2019-07-27 05:00:00
158280,CW209079,3,1,,13,Colony weight,Automatic recording,25.1,G167A,Kilogram,,,,2019-07-27 13:00:00
158285,CW209083,3,1,,17,Colony weight,Automatic recording,25.6,G167A,Kilogram,,,,2019-07-27 17:00:00
158290,CW209087,3,1,,21,Colony weight,Automatic recording,25.8,G167A,Kilogram,,,,2019-07-27 21:00:00
158299,CW209095,3,1,,6,Colony weight,Automatic recording,25.6,G167A,Kilogram,,,,2019-07-28 06:00:00
158300,CW210045,3,1,,15,Colony weight,Automatic recording,28.9,G167A,Kilogram,,,,2019-09-07 15:00:00
158305,CW210049,3,1,,19,Colony weight,Automatic recording,28.9,G167A,Kilogram,,,,2019-09-07 19:00:00
158312,CW210057,3,1,,3,Colony weight,Automatic recording,29.0,G167A,Kilogram,,,,2019-09-08 03:00:00
158319,CW210061,3,1,,7,Colony weight,Automatic recording,29.0,G167A,Kilogram,,,,2019-09-08 07:00:00
158320,CW210065,3,1,,12,Colony weight,Automatic recording,28.9,G167A,Kilogram,,,,2019-09-08 12:00:00
158329,CW210073,3,1,,20,Colony weight,Automatic recording,29.0,G167A,Kilogram,,,,2019-09-08 20:00:00
158332,CW210077,3,1,,0,Colony weight,Automatic recording,29.0,G167A,Kilogram,,,,2019-09-09 00:00:00
158339,CW210081,3,1,,4,Colony weight,Automatic recording,29.0,G167A,Kilogram,,,,2019-09-09 04:00:00
158344,CW210089,3,1,,13,Colony weight,Automatic recording,28.9,G167A,Kilogram,,,,2019-09-09 13:00:00
158349,CW210093,3,1,,17,Colony weight,Automatic recording,29.1,G167A,Kilogram,,,,2019-09-09 17:00:00
158352,CW210097,3,1,,21,Colony weight,Automatic recording,29.1,G167A,Kilogram,,,,2019-09-09 21:00:00
158363,CW211045,3,1,,11,Colony weight,Automatic recording,23.1,G167A,Kilogram,,,,2019-10-22 11:00:00
158368,CW211049,3,1,,15,Colony weight,Automatic recording,23.1,G167A,Kilogram,,,,2019-10-22 15:00:00
158377,CW211057,3,1,,0,Colony weight,Automatic recording,23.1,G167A,Kilogram,,,,2019-10-23 00:00:00
158380,CW211061,3,1,,4,Colony weight,Automatic recording,23.0,G167A,Kilogram,,,,2019-10-23 04:00:00
158383,CW211065,3,1,,8,Colony weight,Automatic recording,23.0,G167A,Kilogram,,,,2019-10-23 08:00:00
158396,CW211073,3,1,,16,Colony weight,Automatic recording,23.0,G167A,Kilogram,,,,2019-10-23 16:00:00
158397,CW211077,3,1,,21,Colony weight,Automatic recording,23.0,G167A,Kilogram,,,,2019-10-23 21:00:00
158400,CW211081,3,1,,1,Colony weight,Automatic recording,23.0,G167A,Kilogram,,,,2019-10-24 01:00:00
158407,CW211089,3,1,,9,Colony weight,Automatic recording,23.1,G167A,Kilogram,,,,2019-10-24 09:00:00
158412,CW211093,3,1,,13,Colony weight,Automatic recording,23.0,G167A,Kilogram,,,,2019-10-24 13:00:00
158417,CW211097,3,1,,18,Colony weight,Automatic recording,23.0,G167A,Kilogram,,,,2019-10-24 18:00:00
158488,CW209099,3,1,,10,Colony weight,Automatic recording,25.3,G167A,Kilogram,,,,2019-07-28 10:00:00
158495,CW209103,3,1,,14,Colony weight,Automatic recording,24.8,G167A,Kilogram,,,,2019-07-28 14:00:00
158496,CW209107,3,1,,18,Colony weight,Automatic recording,25.3,G167A,Kilogram,,,,2019-07-28 18:00:00
158505,CW209115,3,1,,3,Colony weight,Automatic recording,25.5,G167A,Kilogram,,,,2019-07-29 03:00:00
158508,CW209119,3,1,,7,Colony weight,Automatic recording,25.4,G167A,Kilogram,,,,2019-07-29 07:00:00
158515,CW209123,3,1,,11,Colony weight,Automatic recording,24.6,G167A,Kilogram,,,,2019-07-29 11:00:00
158520,CW209131,3,1,,20,Colony weight,Automatic recording,25.7,G167A,Kilogram,,,,2019-07-29 20:00:00
158525,CW209135,3,1,,0,Colony weight,Automatic recording,25.6,G167A,Kilogram,,,,2019-07-30 00:00:00
158528,CW209139,3,1,,5,Colony weight,Automatic recording,25.6,G167A,Kilogram,,,,2019-07-30 05:00:00
158535,CW209152,3,1,,14,Colony weight,Automatic recording,24.7,G167A,Kilogram,,,,2019-07-30 14:00:00
158552,CW209157,3,1,,18,Colony weight,Automatic recording,25.4,G167A,Kilogram,,,,2019-07-30 18:00:00
158553,CW209162,3,1,,22,Colony weight,Automatic recording,25.3,G167A,Kilogram,,,,2019-07-30 22:00:00
158554,CW210110,3,1,,11,Colony weight,Automatic recording,29.1,G167A,Kilogram,,,,2019-09-10 11:00:00
158555,CW210114,3,1,,15,Colony weight,Automatic recording,29.2,G167A,Kilogram,,,,2019-09-10 15:00:00
158560,CW210118,3,1,,19,Colony weight,Automatic recording,29.1,G167A,Kilogram,,,,2019-09-10 19:00:00
158569,CW210126,3,1,,4,Colony weight,Automatic recording,29.0,G167A,Kilogram,,,,2019-09-11 04:00:00
158574,CW210130,3,1,,8,Colony weight,Automatic recording,28.9,G167A,Kilogram,,,,2019-09-11 08:00:00
158575,CW210134,3,1,,12,Colony weight,Automatic recording,28.7,G167A,Kilogram,,,,2019-09-11 12:00:00
158584,CW210142,3,1,,20,Colony weight,Automatic recording,28.8,G167A,Kilogram,,,,2019-09-11 20:00:00
158589,CW210146,3,1,,0,Colony weight,Automatic recording,28.9,G167A,Kilogram,,,,2019-09-12 00:00:00
158594,CW210150,3,1,,5,Colony weight,Automatic recording,28.9,G167A,Kilogram,,,,2019-09-12 05:00:00
158599,CW210158,3,1,,13,Colony weight,Automatic recording,28.5,G167A,Kilogram,,,,2019-09-12 13:00:00
158604,CW210162,3,1,,17,Colony weight,Automatic recording,28.5,G167A,Kilogram,,,,2019-09-12 17:00:00
158609,CW210166,3,1,,21,Colony weight,Automatic recording,28.5,G167A,Kilogram,,,,2019-09-12 21:00:00
158622,CW211115,3,1,,12,Colony weight,Automatic recording,22.9,G167A,Kilogram,,,,2019-10-25 12:00:00
158623,CW211119,3,1,,17,Colony weight,Automatic recording,22.9,G167A,Kilogram,,,,2019-10-25 17:00:00
158632,CW211127,3,1,,1,Colony weight,Automatic recording,22.9,G167A,Kilogram,,,,2019-10-26 01:00:00
158637,CW211131,3,1,,5,Colony weight,Automatic recording,22.9,G167A,Kilogram,,,,2019-10-26 05:00:00
158642,CW211135,3,1,,9,Colony weight,Automatic recording,22.9,G167A,Kilogram,,,,2019-10-26 09:00:00
158651,CW211143,3,1,,18,Colony weight,Automatic recording,22.9,G167A,Kilogram,,,,2019-10-26 18:00:00
158652,CW211147,3,1,,22,Colony weight,Automatic recording,22.9,G167A,Kilogram,,,,2019-10-26 22:00:00
158657,CW211151,3,1,,2,Colony weight,Automatic recording,22.9,G167A,Kilogram,,,,2019-10-27 02:00:00
158664,CW211160,3,1,,11,Colony weight,Automatic recording,22.8,G167A,Kilogram,,,,2019-10-27 11:00:00
158671,CW211164,3,1,,15,Colony weight,Automatic recording,22.8,G167A,Kilogram,,,,2019-10-27 15:00:00
158736,CW209168,3,1,,5,Colony weight,Automatic recording,25.3,G167A,Kilogram,,,,2019-07-31 05:00:00
158745,CW209176,3,1,,13,Colony weight,Automatic recording,25.0,G167A,Kilogram,,,,2019-07-31 13:00:00
158750,CW209180,3,1,,17,Colony weight,Automatic recording,24.9,G167A,Kilogram,,,,2019-07-31 17:00:00
158751,CW209184,3,1,,21,Colony weight,Automatic recording,24.8,G167A,Kilogram,,,,2019-07-31 21:00:00
158760,CW209192,3,1,,6,Colony weight,Automatic recording,24.9,G167A,Kilogram,,,,2019-08-01 06:00:00
158765,CW209196,3,1,,10,Colony weight,Automatic recording,24.7,G167A,Kilogram,,,,2019-08-01 10:00:00
158770,CW209200,3,1,,14,Colony weight,Automatic recording,24.8,G167A,Kilogram,,,,2019-08-01 14:00:00
158775,CW209208,3,1,,22,Colony weight,Automatic recording,24.6,G167A,Kilogram,,,,2019-08-01 22:00:00
158780,CW209212,3,1,,3,Colony weight,Automatic recording,24.6,G167A,Kilogram,,,,2019-08-02 03:00:00
158789,CW209216,3,1,,8,Colony weight,Automatic recording,24.5,G167A,Kilogram,,,,2019-08-02 08:00:00
158792,CW209224,3,1,,16,Colony weight,Automatic recording,24.0,G167A,Kilogram,,,,2019-08-02 16:00:00
158795,CW210168,3,1,,0,Colony weight,Automatic recording,28.5,G167A,Kilogram,,,,2019-09-13 00:00:00
158800,CW210172,3,1,,4,Colony weight,Automatic recording,28.6,G167A,Kilogram,,,,2019-09-13 04:00:00
158809,CW210180,3,1,,12,Colony weight,Automatic recording,28.4,G167A,Kilogram,,,,2019-09-13 12:00:00
158812,CW210184,3,1,,16,Colony weight,Automatic recording,28.4,G167A,Kilogram,,,,2019-09-13 16:00:00
158815,CW210188,3,1,,20,Colony weight,Automatic recording,28.4,G167A,Kilogram,,,,2019-09-13 20:00:00
158828,CW210196,3,1,,5,Colony weight,Automatic recording,28.5,G167A,Kilogram,,,,2019-09-14 05:00:00
158829,CW210200,3,1,,9,Colony weight,Automatic recording,28.4,G167A,Kilogram,,,,2019-09-14 09:00:00
158832,CW210204,3,1,,13,Colony weight,Automatic recording,28.3,G167A,Kilogram,,,,2019-09-14 13:00:00
158839,CW210212,3,1,,22,Colony weight,Automatic recording,28.3,G167A,Kilogram,,,,2019-09-14 22:00:00
158844,CW210216,3,1,,2,Colony weight,Automatic recording,28.3,G167A,Kilogram,,,,2019-09-15 02:00:00
158849,CW210220,3,1,,6,Colony weight,Automatic recording,28.3,G167A,Kilogram,,,,2019-09-15 06:00:00
158858,CW210228,3,1,,14,Colony weight,Automatic recording,28.3,G167A,Kilogram,,,,2019-09-15 14:00:00
158867,CW211170,3,1,,21,Colony weight,Automatic recording,22.8,G167A,Kilogram,,,,2019-10-27 21:00:00
158868,CW211174,3,1,,1,Colony weight,Automatic recording,22.8,G167A,Kilogram,,,,2019-10-28 01:00:00
158877,CW211186,3,1,,14,Colony weight,Automatic recording,22.7,G167A,Kilogram,,,,2019-10-28 14:00:00
158880,CW211190,3,1,,18,Colony weight,Automatic recording,22.8,G167A,Kilogram,,,,2019-10-28 18:00:00
158887,CW211198,3,1,,3,Colony weight,Automatic recording,22.8,G167A,Kilogram,,,,2019-10-29 03:00:00
158892,CW211202,3,1,,7,Colony weight,Automatic recording,22.9,G167A,Kilogram,,,,2019-10-29 07:00:00
158897,CW211206,3,1,,11,Colony weight,Automatic recording,22.7,G167A,Kilogram,,,,2019-10-29 11:00:00
158906,CW211214,3,1,,19,Colony weight,Automatic recording,22.7,G167A,Kilogram,,,,2019-10-29 19:00:00
158907,CW211218,3,1,,0,Colony weight,Automatic recording,22.7,G167A,Kilogram,,,,2019-10-30 00:00:00
158912,CW211222,3,1,,4,Colony weight,Automatic recording,22.8,G167A,Kilogram,,,,2019-10-30 04:00:00
158985,CW209230,3,1,,23,Colony weight,Automatic recording,24.3,G167A,Kilogram,,,,2019-08-02 23:00:00
158988,CW209234,3,1,,3,Colony weight,Automatic recording,24.3,G167A,Kilogram,,,,2019-08-03 03:00:00
158991,CW209238,3,1,,7,Colony weight,Automatic recording,24.2,G167A,Kilogram,,,,2019-08-03 07:00:00
159000,CW209246,3,1,,15,Colony weight,Automatic recording,23.7,G167A,Kilogram,,,,2019-08-03 15:00:00
159005,CW209250,3,1,,19,Colony weight,Automatic recording,24.2,G167A,Kilogram,,,,2019-08-03 19:00:00
159008,CW209254,3,1,,0,Colony weight,Automatic recording,24.2,G167A,Kilogram,,,,2019-08-04 00:00:00
159015,CW209262,3,1,,8,Colony weight,Automatic recording,23.9,G167A,Kilogram,,,,2019-08-04 08:00:00
159024,CW209266,3,1,,12,Colony weight,Automatic recording,23.6,G167A,Kilogram,,,,2019-08-04 12:00:00
159025,CW209270,3,1,,16,Colony weight,Automatic recording,23.8,G167A,Kilogram,,,,2019-08-04 16:00:00
159034,CW209278,3,1,,1,Colony weight,Automatic recording,23.9,G167A,Kilogram,,,,2019-08-05 01:00:00
159035,CW209282,3,1,,5,Colony weight,Automatic recording,23.8,G167A,Kilogram,,,,2019-08-05 05:00:00
159040,CW209286,3,1,,9,Colony weight,Automatic recording,23.5,G167A,Kilogram,,,,2019-08-05 09:00:00
159049,CW210234,3,1,,21,Colony weight,Automatic recording,28.3,G167A,Kilogram,,,,2019-09-15 21:00:00
159054,CW210238,3,1,,1,Colony weight,Automatic recording,28.3,G167A,Kilogram,,,,2019-09-16 01:00:00
159055,CW210242,3,1,,5,Colony weight,Automatic recording,28.3,G167A,Kilogram,,,,2019-09-16 05:00:00
159064,CW210250,3,1,,13,Colony weight,Automatic recording,28.2,G167A,Kilogram,,,,2019-09-16 13:00:00
159069,CW210254,3,1,,18,Colony weight,Automatic recording,28.2,G167A,Kilogram,,,,2019-09-16 18:00:00
159074,CW210258,3,1,,22,Colony weight,Automatic recording,28.2,G167A,Kilogram,,,,2019-09-16 22:00:00
159083,CW210267,3,1,,6,Colony weight,Automatic recording,28.2,G167A,Kilogram,,,,2019-09-17 06:00:00
159084,CW210271,3,1,,10,Colony weight,Automatic recording,28.1,G167A,Kilogram,,,,2019-09-17 10:00:00
159089,CW210275,3,1,,15,Colony weight,Automatic recording,28.1,G167A,Kilogram,,,,2019-09-17 15:00:00
159096,CW210284,3,1,,0,Colony weight,Automatic recording,28.1,G167A,Kilogram,,,,2019-09-18 00:00:00
159103,CW210289,3,1,,4,Colony weight,Automatic recording,28.2,G167A,Kilogram,,,,2019-09-18 04:00:00
159104,CW210293,3,1,,9,Colony weight,Automatic recording,28.1,G167A,Kilogram,,,,2019-09-18 09:00:00
159113,CW211236,3,1,,19,Colony weight,Automatic recording,22.6,G167A,Kilogram,,,,2019-10-30 19:00:00
159116,CW211240,3,1,,23,Colony weight,Automatic recording,22.7,G167A,Kilogram,,,,2019-10-30 23:00:00
159123,CW211245,3,1,,4,Colony weight,Automatic recording,22.7,G167A,Kilogram,,,,2019-10-31 04:00:00
159140,CW211261,3,1,,20,Colony weight,Automatic recording,22.6,G167A,Kilogram,,,,2019-10-31 20:00:00
159145,CW211270,3,1,,5,Colony weight,Automatic recording,22.7,G167A,Kilogram,,,,2019-11-01 05:00:00
159150,CW211274,3,1,,10,Colony weight,Automatic recording,22.6,G167A,Kilogram,,,,2019-11-01 10:00:00
159151,CW211278,3,1,,14,Colony weight,Automatic recording,22.6,G167A,Kilogram,,,,2019-11-01 14:00:00
159160,CW211286,3,1,,22,Colony weight,Automatic recording,22.7,G167A,Kilogram,,,,2019-11-01 22:00:00
159165,CW211290,3,1,,2,Colony weight,Automatic recording,22.7,G167A,Kilogram,,,,2019-11-02 02:00:00
159232,CW209292,3,1,,15,Colony weight,Automatic recording,22.8,G167A,Kilogram,,,,2019-08-05 15:00:00
159239,CW209300,3,1,,0,Colony weight,Automatic recording,23.3,G167A,Kilogram,,,,2019-08-06 00:00:00
159244,CW209304,3,1,,4,Colony weight,Automatic recording,23.5,G167A,Kilogram,,,,2019-08-06 04:00:00
159249,CW209308,3,1,,8,Colony weight,Automatic recording,23.1,G167A,Kilogram,,,,2019-08-06 08:00:00
159258,CW209316,3,1,,17,Colony weight,Automatic recording,23.0,G167A,Kilogram,,,,2019-08-06 17:00:00
159259,CW209320,3,1,,21,Colony weight,Automatic recording,23.2,G167A,Kilogram,,,,2019-08-06 21:00:00
159264,CW209324,3,1,,1,Colony weight,Automatic recording,23.2,G167A,Kilogram,,,,2019-08-07 01:00:00
159273,CW209332,3,1,,9,Colony weight,Automatic recording,22.7,G167A,Kilogram,,,,2019-08-07 09:00:00
159278,CW209336,3,1,,14,Colony weight,Automatic recording,23.0,G167A,Kilogram,,,,2019-08-07 14:00:00
159279,CW209341,3,1,,19,Colony weight,Automatic recording,23.0,G167A,Kilogram,,,,2019-08-07 19:00:00
159288,CW209349,3,1,,3,Colony weight,Automatic recording,23.1,G167A,Kilogram,,,,2019-08-08 03:00:00
159293,CW210295,3,1,,11,Colony weight,Automatic recording,28.1,G167A,Kilogram,,,,2019-09-18 11:00:00
159298,CW210299,3,1,,15,Colony weight,Automatic recording,28.0,G167A,Kilogram,,,,2019-09-18 15:00:00
159303,CW210307,3,1,,23,Colony weight,Automatic recording,28.1,G167A,Kilogram,,,,2019-09-18 23:00:00
