,resId,siteNo,hiveNo,frameNo,hour,paramText,anMethText,resVal,resUnit,resUnit_desc,resValUncert,resValUncertSD,resQualValue,date
154033,CW209459,3,1,,20,Colony weight,Automatic recording,28.6,G167A,Kilogram,,,,2019-08-12 20:00:00
154034,CW209458,3,1,,19,Colony weight,Automatic recording,28.6,G167A,Kilogram,,,,2019-08-12 19:00:00
154035,CW209457,3,1,,18,Colony weight,Automatic recording,28.6,G167A,Kilogram,,,,2019-08-12 18:00:00
154036,CW209456,3,1,,17,Colony weight,Automatic recording,28.6,G167A,Kilogram,,,,2019-08-12 17:00:00
154037,CW209455,3,1,,16,Colony weight,Automatic recording,28.8,G167A,Kilogram,,,,2019-08-12 16:00:00
154038,CW209454,3,1,,15,Colony weight,Automatic recording,28.7,G167A,Kilogram,,,,2019-08-12 15:00:00
154039,CW209453,3,1,,14,Colony weight,Automatic recording,28.8,G167A,Kilogram,,,,2019-08-12 14:00:00
154040,CW209451,3,1,,12,Colony weight,Automatic recording,28.7,G167A,Kilogram,,,,2019-08-12 12:00:00
154041,CW209450,3,1,,11,Colony weight,Automatic recording,28.8,G167A,Kilogram,,,,2019-08-12 11:00:00
154042,CW209449,3,1,,10,Colony weight,Automatic recording,28.8,G167A,Kilogram,,,,2019-08-12 10:00:00
154043,CW209447,3,1,,8,Colony weight,Automatic recording,29.0,G167A,Kilogram,,,,2019-08-12 08:00:00
154044,CW209446,3,1,,6,Colony weight,Automatic recording,29.1,G167A,Kilogram,,,,2019-08-12 06:00:00
154045,CW209445,3,1,,5,Colony weight,Automatic recording,29.1,G167A,Kilogram,,,,2019-08-12 05:00:00
154046,CW209443,3,1,,3,Colony weight,Automatic recording,29.1,G167A,Kilogram,,,,2019-08-12 03:00:00
154047,CW209442,3,1,,2,Colony weight,Automatic recording,29.1,G167A,Kilogram,,,,2019-08-12 02:00:00
154048,CW209441,3,1,,1,Colony weight,Automatic recording,29.2,G167A,Kilogram,,,,2019-08-12 01:00:00
154049,CW209440,3,1,,0,Colony weight,Automatic recording,29.2,G167A,Kilogram,,,,2019-08-12 00:00:00
154050,CW209439,3,1,,23,Colony weight,Automatic recording,29.2,G167A,Kilogram,,,,2019-08-11 23:00:00
154051,CW209438,3,1,,22,Colony weight,Automatic recording,29.2,G167A,Kilogram,,,,2019-08-11 22:00:00
154052,CW209437,3,1,,21,Colony weight,Automatic recording,29.2,G167A,Kilogram,,,,2019-08-11 21:00:00
154053,CW209435,3,1,,19,Colony weight,Automatic recording,29.2,G167A,Kilogram,,,,2019-08-11 19:00:00
154054,CW209434,3,1,,18,Colony weight,Automatic recording,10.3,G167A,Kilogram,,,,2019-08-11 18:00:00
154055,CW209433,3,1,,17,Colony weight,Automatic recording,14.5,G167A,Kilogram,,,,2019-08-11 17:00:00
154056,CW209431,3,1,,15,Colony weight,Automatic recording,14.4,G167A,Kilogram,,,,2019-08-11 15:00:00
154057,CW209430,3,1,,14,Colony weight,Automatic recording,14.4,G167A,Kilogram,,,,2019-08-11 14:00:00
154058,CW209429,3,1,,13,Colony weight,Automatic recording,14.4,G167A,Kilogram,,,,2019-08-11 13:00:00
154059,CW209427,3,1,,11,Colony weight,Automatic recording,14.4,G167A,Kilogram,,,,2019-08-11 11:00:00
154060,CW209426,3,1,,10,Colony weight,Automatic recording,14.5,G167A,Kilogram,,,,2019-08-11 10:00:00
154061,CW209425,3,1,,8,Colony weight,Automatic recording,14.6,G167A,Kilogram,,,,2019-08-11 08:00:00
154062,CW209424,3,1,,7,Colony weight,Automatic recording,14.7,G167A,Kilogram,,,,2019-08-11 07:00:00
154063,CW209423,3,1,,6,Colony weight,Automatic recording,14.6,G167A,Kilogram,,,,2019-08-11 06:00:00
154064,CW209422,3,1,,5,Colony weight,Automatic recording,14.7,G167A,Kilogram,,,,2019-08-11 05:00:00
154065,CW209421,3,1,,4,Colony weight,Automatic recording,14.7,G167A,Kilogram,,,,2019-08-11 04:00:00
154066,CW209419,3,1,,2,Colony weight,Automatic recording,14.8,G167A,Kilogram,,,,2019-08-11 02:00:00
154067,CW209418,3,1,,1,Colony weight,Automatic recording,14.8,G167A,Kilogram,,,,2019-08-11 01:00:00
154068,CW209417,3,1,,0,Colony weight,Automatic recording,14.8,G167A,Kilogram,,,,2019-08-11 00:00:00
154119,CW211416,3,1,,15,Colony weight,Automatic recording,22.4,G167A,Kilogram,,,,2019-11-07 15:00:00
154120,CW211415,3,1,,14,Colony weight,Automatic recording,22.4,G167A,Kilogram,,,,2019-11-07 14:00:00
154121,CW211413,3,1,,12,Colony weight,Automatic recording,22.4,G167A,Kilogram,,,,2019-11-07 12:00:00
154122,CW211412,3,1,,11,Colony weight,Automatic recording,22.4,G167A,Kilogram,,,,2019-11-07 11:00:00
154123,CW211411,3,1,,10,Colony weight,Automatic recording,22.4,G167A,Kilogram,,,,2019-11-07 10:00:00
154124,CW211409,3,1,,8,Colony weight,Automatic recording,22.4,G167A,Kilogram,,,,2019-11-07 08:00:00
154125,CW211408,3,1,,6,Colony weight,Automatic recording,22.4,G167A,Kilogram,,,,2019-11-07 06:00:00
154126,CW211407,3,1,,5,Colony weight,Automatic recording,22.4,G167A,Kilogram,,,,2019-11-07 05:00:00
154127,CW211406,3,1,,4,Colony weight,Automatic recording,22.4,G167A,Kilogram,,,,2019-11-07 04:00:00
154128,CW211405,3,1,,3,Colony weight,Automatic recording,22.5,G167A,Kilogram,,,,2019-11-07 03:00:00
154129,CW211404,3,1,,2,Colony weight,Automatic recording,22.5,G167A,Kilogram,,,,2019-11-07 02:00:00
154130,CW211403,3,1,,1,Colony weight,Automatic recording,22.5,G167A,Kilogram,,,,2019-11-07 01:00:00
154131,CW211401,3,1,,23,Colony weight,Automatic recording,22.5,G167A,Kilogram,,,,2019-11-06 23:00:00
154132,CW211400,3,1,,22,Colony weight,Automatic recording,22.5,G167A,Kilogram,,,,2019-11-06 22:00:00
154133,CW211399,3,1,,21,Colony weight,Automatic recording,22.5,G167A,Kilogram,,,,2019-11-06 21:00:00
154134,CW211397,3,1,,19,Colony weight,Automatic recording,22.4,G167A,Kilogram,,,,2019-11-06 19:00:00
154135,CW211396,3,1,,18,Colony weight,Automatic recording,22.4,G167A,Kilogram,,,,2019-11-06 18:00:00
154136,CW211395,3,1,,17,Colony weight,Automatic recording,22.4,G167A,Kilogram,,,,2019-11-06 17:00:00
154137,CW211394,3,1,,16,Colony weight,Automatic recording,22.4,G167A,Kilogram,,,,2019-11-06 16:00:00
154138,CW211393,3,1,,15,Colony weight,Automatic recording,22.5,G167A,Kilogram,,,,2019-11-06 15:00:00
154139,CW211392,3,1,,14,Colony weight,Automatic recording,22.5,G167A,Kilogram,,,,2019-11-06 14:00:00
154140,CW211391,3,1,,13,Colony weight,Automatic recording,22.5,G167A,Kilogram,,,,2019-11-06 13:00:00
154141,CW211390,3,1,,12,Colony weight,Automatic recording,22.5,G167A,Kilogram,,,,2019-11-06 12:00:00
154142,CW211389,3,1,,11,Colony weight,Automatic recording,22.5,G167A,Kilogram,,,,2019-11-06 11:00:00
154143,CW211388,3,1,,9,Colony weight,Automatic recording,22.6,G167A,Kilogram,,,,2019-11-06 09:00:00
154144,CW211387,3,1,,8,Colony weight,Automatic recording,22.6,G167A,Kilogram,,,,2019-11-06 08:00:00
154145,CW211385,3,1,,6,Colony weight,Automatic recording,22.6,G167A,Kilogram,,,,2019-11-06 06:00:00
154146,CW211384,3,1,,5,Colony weight,Automatic recording,22.6,G167A,Kilogram,,,,2019-11-06 05:00:00
154147,CW211383,3,1,,4,Colony weight,Automatic recording,22.6,G167A,Kilogram,,,,2019-11-06 04:00:00
154148,CW211381,3,1,,2,Colony weight,Automatic recording,22.6,G167A,Kilogram,,,,2019-11-06 02:00:00
154149,CW211380,3,1,,1,Colony weight,Automatic recording,22.6,G167A,Kilogram,,,,2019-11-06 01:00:00
154150,CW211379,3,1,,0,Colony weight,Automatic recording,22.6,G167A,Kilogram,,,,2019-11-06 00:00:00
154151,CW211377,3,1,,22,Colony weight,Automatic recording,22.6,G167A,Kilogram,,,,2019-11-05 22:00:00
154152,CW211376,3,1,,21,Colony weight,Automatic recording,22.6,G167A,Kilogram,,,,2019-11-05 21:00:00
154153,CW211375,3,1,,20,Colony weight,Automatic recording,22.6,G167A,Kilogram,,,,2019-11-05 20:00:00
154154,CW211374,3,1,,19,Colony weight,Automatic recording,22.5,G167A,Kilogram,,,,2019-11-05 19:00:00
154155,CW211373,3,1,,18,Colony weight,Automatic recording,22.6,G167A,Kilogram,,,,2019-11-05 18:00:00
154156,CW211372,3,1,,17,Colony weight,Automatic recording,22.6,G167A,Kilogram,,,,2019-11-05 17:00:00
154157,CW211371,3,1,,16,Colony weight,Automatic recording,22.6,G167A,Kilogram,,,,2019-11-05 16:00:00
154158,CW211369,3,1,,13,Colony weight,Automatic recording,22.6,G167A,Kilogram,,,,2019-11-05 13:00:00
154159,CW211368,3,1,,12,Colony weight,Automatic recording,22.6,G167A,Kilogram,,,,2019-11-05 12:00:00
154160,CW211367,3,1,,11,Colony weight,Automatic recording,22.6,G167A,Kilogram,,,,2019-11-05 11:00:00
154161,CW211365,3,1,,9,Colony weight,Automatic recording,22.6,G167A,Kilogram,,,,2019-11-05 09:00:00
154162,CW211364,3,1,,8,Colony weight,Automatic recording,22.7,G167A,Kilogram,,,,2019-11-05 08:00:00
154163,CW211363,3,1,,7,Colony weight,Automatic recording,22.7,G167A,Kilogram,,,,2019-11-05 07:00:00
154164,CW211361,3,1,,5,Colony weight,Automatic recording,22.7,G167A,Kilogram,,,,2019-11-05 05:00:00
154165,CW211360,3,1,,4,Colony weight,Automatic recording,22.7,G167A,Kilogram,,,,2019-11-05 04:00:00
154166,CW211359,3,1,,3,Colony weight,Automatic recording,22.6,G167A,Kilogram,,,,2019-11-05 03:00:00
154167,CW211358,3,1,,2,Colony weight,Automatic recording,22.6,G167A,Kilogram,,,,2019-11-05 02:00:00
154168,CW211357,3,1,,1,Colony weight,Automatic recording,22.7,G167A,Kilogram,,,,2019-11-05 01:00:00
154169,CW211356,3,1,,0,Colony weight,Automatic recording,22.7,G167A,Kilogram,,,,2019-11-05 00:00:00
154170,CW211355,3,1,,23,Colony weight,Automatic recording,22.7,G167A,Kilogram,,,,2019-11-04 23:00:00
154171,CW210416,3,1,,18,Colony weight,Automatic recording,27.8,G167A,Kilogram,,,,2019-09-23 18:00:00
154172,CW210415,3,1,,16,Colony weight,Automatic recording,27.8,G167A,Kilogram,,,,2019-09-23 16:00:00
154173,CW210414,3,1,,15,Colony weight,Automatic recording,27.8,G167A,Kilogram,,,,2019-09-23 15:00:00
154174,CW210412,3,1,,13,Colony weight,Automatic recording,27.8,G167A,Kilogram,,,,2019-09-23 13:00:00
154175,CW210411,3,1,,12,Colony weight,Automatic recording,27.7,G167A,Kilogram,,,,2019-09-23 12:00:00
154176,CW210410,3,1,,11,Colony weight,Automatic recording,27.8,G167A,Kilogram,,,,2019-09-23 11:00:00
154177,CW210408,3,1,,9,Colony weight,Automatic recording,27.8,G167A,Kilogram,,,,2019-09-23 09:00:00
154178,CW210407,3,1,,8,Colony weight,Automatic recording,27.8,G167A,Kilogram,,,,2019-09-23 08:00:00
154179,CW210406,3,1,,7,Colony weight,Automatic recording,27.8,G167A,Kilogram,,,,2019-09-23 07:00:00
154180,CW210405,3,1,,6,Colony weight,Automatic recording,27.8,G167A,Kilogram,,,,2019-09-23 06:00:00
154181,CW210404,3,1,,5,Colony weight,Automatic recording,27.8,G167A,Kilogram,,,,2019-09-23 05:00:00
154182,CW210403,3,1,,4,Colony weight,Automatic recording,27.8,G167A,Kilogram,,,,2019-09-23 04:00:00
154183,CW210402,3,1,,3,Colony weight,Automatic recording,27.8,G167A,Kilogram,,,,2019-09-23 03:00:00
154184,CW210400,3,1,,1,Colony weight,Automatic recording,27.8,G167A,Kilogram,,,,2019-09-23 01:00:00
154185,CW210399,3,1,,0,Colony weight,Automatic recording,27.8,G167A,Kilogram,,,,2019-09-23 00:00:00
154186,CW210398,3,1,,23,Colony weight,Automatic recording,27.8,G167A,Kilogram,,,,2019-09-22 23:00:00
154187,CW210396,3,1,,21,Colony weight,Automatic recording,27.8,G167A,Kilogram,,,,2019-09-22 21:00:00
154188,CW210395,3,1,,20,Colony weight,Automatic recording,27.8,G167A,Kilogram,,,,2019-09-22 20:00:00
154189,CW210394,3,1,,18,Colony weight,Automatic recording,27.8,G167A,Kilogram,,,,2019-09-22 18:00:00
154190,CW210392,3,1,,16,Colony weight,Automatic recording,27.8,G167A,Kilogram,,,,2019-09-22 16:00:00
154191,CW210391,3,1,,15,Colony weight,Automatic recording,27.7,G167A,Kilogram,,,,2019-09-22 15:00:00
154192,CW210390,3,1,,14,Colony weight,Automatic recording,27.8,G167A,Kilogram,,,,2019-09-22 14:00:00
154193,CW210389,3,1,,13,Colony weight,Automatic recording,27.8,G167A,Kilogram,,,,2019-09-22 13:00:00
154194,CW210388,3,1,,12,Colony weight,Automatic recording,27.8,G167A,Kilogram,,,,2019-09-22 12:00:00
154195,CW210387,3,1,,11,Colony weight,Automatic recording,27.9,G167A,Kilogram,,,,2019-09-22 11:00:00
154196,CW210386,3,1,,10,Colony weight,Automatic recording,27.9,G167A,Kilogram,,,,2019-09-22 10:00:00
154197,CW210384,3,1,,8,Colony weight,Automatic recording,27.9,G167A,Kilogram,,,,2019-09-22 08:00:00
154198,CW210383,3,1,,7,Colony weight,Automatic recording,28.0,G167A,Kilogram,,,,2019-09-22 07:00:00
154199,CW210382,3,1,,6,Colony weight,Automatic recording,27.9,G167A,Kilogram,,,,2019-09-22 06:00:00
154200,CW210380,3,1,,4,Colony weight,Automatic recording,27.9,G167A,Kilogram,,,,2019-09-22 04:00:00
154201,CW210379,3,1,,3,Colony weight,Automatic recording,27.9,G167A,Kilogram,,,,2019-09-22 03:00:00
154202,CW210378,3,1,,2,Colony weight,Automatic recording,27.9,G167A,Kilogram,,,,2019-09-22 02:00:00
154203,CW210376,3,1,,0,Colony weight,Automatic recording,27.9,G167A,Kilogram,,,,2019-09-22 00:00:00
154204,CW210375,3,1,,23,Colony weight,Automatic recording,27.9,G167A,Kilogram,,,,2019-09-21 23:00:00
154205,CW210374,3,1,,21,Colony weight,Automatic recording,27.9,G167A,Kilogram,,,,2019-09-21 21:00:00
154206,CW210373,3,1,,20,Colony weight,Automatic recording,27.9,G167A,Kilogram,,,,2019-09-21 20:00:00
154207,CW210372,3,1,,19,Colony weight,Automatic recording,27.8,G167A,Kilogram,,,,2019-09-21 19:00:00
154208,CW210371,3,1,,18,Colony weight,Automatic recording,27.8,G167A,Kilogram,,,,2019-09-21 18:00:00
154209,CW210370,3,1,,17,Colony weight,Automatic recording,27.9,G167A,Kilogram,,,,2019-09-21 17:00:00
154210,CW210368,3,1,,15,Colony weight,Automatic recording,27.8,G167A,Kilogram,,,,2019-09-21 15:00:00
154211,CW210367,3,1,,14,Colony weight,Automatic recording,27.9,G167A,Kilogram,,,,2019-09-21 14:00:00
154212,CW210366,3,1,,13,Colony weight,Automatic recording,27.9,G167A,Kilogram,,,,2019-09-21 13:00:00
154213,CW210364,3,1,,11,Colony weight,Automatic recording,27.9,G167A,Kilogram,,,,2019-09-21 11:00:00
154214,CW210363,3,1,,10,Colony weight,Automatic recording,27.9,G167A,Kilogram,,,,2019-09-21 10:00:00
154215,CW210362,3,1,,9,Colony weight,Automatic recording,27.9,G167A,Kilogram,,,,2019-09-21 09:00:00
154216,CW210360,3,1,,7,Colony weight,Automatic recording,27.9,G167A,Kilogram,,,,2019-09-21 07:00:00
154217,CW210359,3,1,,6,Colony weight,Automatic recording,27.9,G167A,Kilogram,,,,2019-09-21 06:00:00
154218,CW210358,3,1,,5,Colony weight,Automatic recording,27.9,G167A,Kilogram,,,,2019-09-21 05:00:00
154219,CW210357,3,1,,4,Colony weight,Automatic recording,27.9,G167A,Kilogram,,,,2019-09-21 04:00:00
154220,CW210356,3,1,,3,Colony weight,Automatic recording,27.9,G167A,Kilogram,,,,2019-09-21 03:00:00
154221,CW209416,3,1,,23,Colony weight,Automatic recording,14.8,G167A,Kilogram,,,,2019-08-10 23:00:00
154222,CW209415,3,1,,22,Colony weight,Automatic recording,14.8,G167A,Kilogram,,,,2019-08-10 22:00:00
154223,CW209413,3,1,,20,Colony weight,Automatic recording,14.9,G167A,Kilogram,,,,2019-08-10 20:00:00
154224,CW209412,3,1,,19,Colony weight,Automatic recording,14.9,G167A,Kilogram,,,,2019-08-10 19:00:00
154225,CW209411,3,1,,18,Colony weight,Automatic recording,14.9,G167A,Kilogram,,,,2019-08-10 18:00:00
154226,CW209409,3,1,,16,Colony weight,Automatic recording,14.8,G167A,Kilogram,,,,2019-08-10 16:00:00
154227,CW209408,3,1,,15,Colony weight,Automatic recording,14.7,G167A,Kilogram,,,,2019-08-10 15:00:00
154228,CW209407,3,1,,14,Colony weight,Automatic recording,14.6,G167A,Kilogram,,,,2019-08-10 14:00:00
154229,CW209405,3,1,,12,Colony weight,Automatic recording,14.5,G167A,Kilogram,,,,2019-08-10 12:00:00
154230,CW209404,3,1,,11,Colony weight,Automatic recording,14.5,G167A,Kilogram,,,,2019-08-10 11:00:00
154231,CW209403,3,1,,10,Colony weight,Automatic recording,14.5,G167A,Kilogram,,,,2019-08-10 10:00:00
154232,CW209402,3,1,,8,Colony weight,Automatic recording,14.7,G167A,Kilogram,,,,2019-08-10 08:00:00
154233,CW209401,3,1,,7,Colony weight,Automatic recording,14.8,G167A,Kilogram,,,,2019-08-10 07:00:00
154234,CW209400,3,1,,6,Colony weight,Automatic recording,14.8,G167A,Kilogram,,,,2019-08-10 06:00:00
154235,CW209399,3,1,,5,Colony weight,Automatic recording,14.9,G167A,Kilogram,,,,2019-08-10 05:00:00
154236,CW209397,3,1,,3,Colony weight,Automatic recording,15.0,G167A,Kilogram,,,,2019-08-10 03:00:00
154237,CW209396,3,1,,2,Colony weight,Automatic recording,14.8,G167A,Kilogram,,,,2019-08-10 02:00:00
154238,CW209395,3,1,,1,Colony weight,Automatic recording,14.9,G167A,Kilogram,,,,2019-08-10 01:00:00
154239,CW209393,3,1,,23,Colony weight,Automatic recording,14.9,G167A,Kilogram,,,,2019-08-09 23:00:00
154240,CW209392,3,1,,22,Colony weight,Automatic recording,14.9,G167A,Kilogram,,,,2019-08-09 22:00:00
154241,CW209391,3,1,,21,Colony weight,Automatic recording,14.9,G167A,Kilogram,,,,2019-08-09 21:00:00
154242,CW209389,3,1,,19,Colony weight,Automatic recording,14.9,G167A,Kilogram,,,,2019-08-09 19:00:00
154243,CW209388,3,1,,18,Colony weight,Automatic recording,14.9,G167A,Kilogram,,,,2019-08-09 18:00:00
154244,CW209387,3,1,,17,Colony weight,Automatic recording,14.8,G167A,Kilogram,,,,2019-08-09 17:00:00
154245,CW209386,3,1,,16,Colony weight,Automatic recording,14.7,G167A,Kilogram,,,,2019-08-09 16:00:00
154246,CW209385,3,1,,15,Colony weight,Automatic recording,14.6,G167A,Kilogram,,,,2019-08-09 15:00:00
154247,CW209384,3,1,,14,Colony weight,Automatic recording,14.5,G167A,Kilogram,,,,2019-08-09 14:00:00
154248,CW209383,3,1,,13,Colony weight,Automatic recording,14.6,G167A,Kilogram,,,,2019-08-09 13:00:00
154249,CW209381,3,1,,11,Colony weight,Automatic recording,14.7,G167A,Kilogram,,,,2019-08-09 11:00:00
154250,CW209380,3,1,,9,Colony weight,Automatic recording,14.7,G167A,Kilogram,,,,2019-08-09 09:00:00
154251,CW209379,3,1,,8,Colony weight,Automatic recording,14.8,G167A,Kilogram,,,,2019-08-09 08:00:00
154252,CW209377,3,1,,6,Colony weight,Automatic recording,15.0,G167A,Kilogram,,,,2019-08-09 06:00:00
154253,CW209375,3,1,,5,Colony weight,Automatic recording,15.0,G167A,Kilogram,,,,2019-08-09 05:00:00
154254,CW209374,3,1,,4,Colony weight,Automatic recording,15.0,G167A,Kilogram,,,,2019-08-09 04:00:00
154255,CW209372,3,1,,2,Colony weight,Automatic recording,15.0,G167A,Kilogram,,,,2019-08-09 02:00:00
154256,CW209371,3,1,,1,Colony weight,Automatic recording,15.0,G167A,Kilogram,,,,2019-08-09 01:00:00
154257,CW209370,3,1,,0,Colony weight,Automatic recording,15.1,G167A,Kilogram,,,,2019-08-09 00:00:00
154258,CW209369,3,1,,23,Colony weight,Automatic recording,15.1,G167A,Kilogram,,,,2019-08-08 23:00:00
154259,CW209368,3,1,,21,Colony weight,Automatic recording,15.1,G167A,Kilogram,,,,2019-08-08 21:00:00
154260,CW209367,3,1,,20,Colony weight,Automatic recording,15.1,G167A,Kilogram,,,,2019-08-08 20:00:00
154261,CW209366,3,1,,19,Colony weight,Automatic recording,15.1,G167A,Kilogram,,,,2019-08-08 19:00:00
154262,CW209364,3,1,,17,Colony weight,Automatic recording,15.0,G167A,Kilogram,,,,2019-08-08 17:00:00
154263,CW209363,3,1,,16,Colony weight,Automatic recording,14.9,G167A,Kilogram,,,,2019-08-08 16:00:00
154264,CW209362,3,1,,15,Colony weight,Automatic recording,15.0,G167A,Kilogram,,,,2019-08-08 15:00:00
154265,CW209359,3,1,,13,Colony weight,Automatic recording,22.6,G167A,Kilogram,,,,2019-08-08 13:00:00
154266,CW209358,3,1,,11,Colony weight,Automatic recording,22.6,G167A,Kilogram,,,,2019-08-08 11:00:00
154267,CW209357,3,1,,10,Colony weight,Automatic recording,22.7,G167A,Kilogram,,,,2019-08-08 10:00:00
154268,CW209355,3,1,,8,Colony weight,Automatic recording,22.9,G167A,Kilogram,,,,2019-08-08 08:00:00
154269,CW209354,3,1,,7,Colony weight,Automatic recording,23.0,G167A,Kilogram,,,,2019-08-08 07:00:00
154270,CW209353,3,1,,6,Colony weight,Automatic recording,23.1,G167A,Kilogram,,,,2019-08-08 06:00:00
154321,CW211354,3,1,,22,Colony weight,Automatic recording,22.7,G167A,Kilogram,,,,2019-11-04 22:00:00
154322,CW211353,3,1,,21,Colony weight,Automatic recording,22.6,G167A,Kilogram,,,,2019-11-04 21:00:00
154323,CW211352,3,1,,20,Colony weight,Automatic recording,22.6,G167A,Kilogram,,,,2019-11-04 20:00:00
154324,CW211351,3,1,,19,Colony weight,Automatic recording,22.7,G167A,Kilogram,,,,2019-11-04 19:00:00
154325,CW211350,3,1,,18,Colony weight,Automatic recording,22.7,G167A,Kilogram,,,,2019-11-04 18:00:00
154326,CW211349,3,1,,16,Colony weight,Automatic recording,22.7,G167A,Kilogram,,,,2019-11-04 16:00:00
154327,CW211347,3,1,,14,Colony weight,Automatic recording,22.6,G167A,Kilogram,,,,2019-11-04 14:00:00
154328,CW211346,3,1,,13,Colony weight,Automatic recording,22.6,G167A,Kilogram,,,,2019-11-04 13:00:00
154329,CW211345,3,1,,12,Colony weight,Automatic recording,22.7,G167A,Kilogram,,,,2019-11-04 12:00:00
154330,CW211343,3,1,,10,Colony weight,Automatic recording,22.6,G167A,Kilogram,,,,2019-11-04 10:00:00
154331,CW211342,3,1,,9,Colony weight,Automatic recording,22.7,G167A,Kilogram,,,,2019-11-04 09:00:00
154332,CW211341,3,1,,8,Colony weight,Automatic recording,22.7,G167A,Kilogram,,,,2019-11-04 08:00:00
154333,CW211339,3,1,,6,Colony weight,Automatic recording,22.6,G167A,Kilogram,,,,2019-11-04 06:00:00
154334,CW211338,3,1,,5,Colony weight,Automatic recording,22.6,G167A,Kilogram,,,,2019-11-04 05:00:00
154335,CW211337,3,1,,4,Colony weight,Automatic recording,22.6,G167A,Kilogram,,,,2019-11-04 04:00:00
154336,CW211336,3,1,,3,Colony weight,Automatic recording,22.6,G167A,Kilogram,,,,2019-11-04 03:00:00
154337,CW211335,3,1,,2,Colony weight,Automatic recording,22.6,G167A,Kilogram,,,,2019-11-04 02:00:00
154338,CW211334,3,1,,1,Colony weight,Automatic recording,22.6,G167A,Kilogram,,,,2019-11-04 01:00:00
154339,CW211333,3,1,,0,Colony weight,Automatic recording,22.6,G167A,Kilogram,,,,2019-11-04 00:00:00
154340,CW211331,3,1,,22,Colony weight,Automatic recording,22.6,G167A,Kilogram,,,,2019-11-03 22:00:00
154341,CW211330,3,1,,20,Colony weight,Automatic recording,22.6,G167A,Kilogram,,,,2019-11-03 20:00:00
154342,CW211329,3,1,,19,Colony weight,Automatic recording,22.6,G167A,Kilogram,,,,2019-11-03 19:00:00
154343,CW211327,3,1,,17,Colony weight,Automatic recording,22.6,G167A,Kilogram,,,,2019-11-03 17:00:00
154344,CW211326,3,1,,16,Colony weight,Automatic recording,22.6,G167A,Kilogram,,,,2019-11-03 16:00:00
154345,CW211325,3,1,,15,Colony weight,Automatic recording,22.6,G167A,Kilogram,,,,2019-11-03 15:00:00
154346,CW211324,3,1,,14,Colony weight,Automatic recording,22.6,G167A,Kilogram,,,,2019-11-03 14:00:00
154347,CW211323,3,1,,13,Colony weight,Automatic recording,22.7,G167A,Kilogram,,,,2019-11-03 13:00:00
154348,CW211322,3,1,,12,Colony weight,Automatic recording,22.6,G167A,Kilogram,,,,2019-11-03 12:00:00
154349,CW211321,3,1,,11,Colony weight,Automatic recording,22.7,G167A,Kilogram,,,,2019-11-03 11:00:00
154350,CW211320,3,1,,10,Colony weight,Automatic recording,22.7,G167A,Kilogram,,,,2019-11-03 10:00:00
154351,CW211319,3,1,,9,Colony weight,Automatic recording,22.7,G167A,Kilogram,,,,2019-11-03 09:00:00
154352,CW211318,3,1,,8,Colony weight,Automatic recording,22.7,G167A,Kilogram,,,,2019-11-03 08:00:00
154353,CW211317,3,1,,7,Colony weight,Automatic recording,22.7,G167A,Kilogram,,,,2019-11-03 07:00:00
154354,CW211315,3,1,,5,Colony weight,Automatic recording,22.7,G167A,Kilogram,,,,2019-11-03 05:00:00
154355,CW211314,3,1,,4,Colony weight,Automatic recording,22.7,G167A,Kilogram,,,,2019-11-03 04:00:00
154356,CW211313,3,1,,3,Colony weight,Automatic recording,22.7,G167A,Kilogram,,,,2019-11-03 03:00:00
154357,CW211311,3,1,,1,Colony weight,Automatic recording,22.7,G167A,Kilogram,,,,2019-11-03 01:00:00
154358,CW211310,3,1,,23,Colony weight,Automatic recording,22.7,G167A,Kilogram,,,,2019-11-02 23:00:00
154359,CW211309,3,1,,22,Colony weight,Automatic recording,22.7,G167A,Kilogram,,,,2019-11-02 22:00:00
154360,CW211307,3,1,,20,Colony weight,Automatic recording,22.7,G167A,Kilogram,,,,2019-11-02 20:00:00
154361,CW211306,3,1,,19,Colony weight,Automatic recording,22.7,G167A,Kilogram,,,,2019-11-02 19:00:00
154362,CW211305,3,1,,18,Colony weight,Automatic recording,22.7,G167A,Kilogram,,,,2019-11-02 18:00:00
154363,CW211304,3,1,,17,Colony weight,Automatic recording,22.7,G167A,Kilogram,,,,2019-11-02 17:00:00
154364,CW211303,3,1,,16,Colony weight,Automatic recording,22.7,G167A,Kilogram,,,,2019-11-02 16:00:00
154365,CW211302,3,1,,15,Colony weight,Automatic recording,22.7,G167A,Kilogram,,,,2019-11-02 15:00:00
154366,CW211301,3,1,,14,Colony weight,Automatic recording,22.7,G167A,Kilogram,,,,2019-11-02 14:00:00
154367,CW211299,3,1,,12,Colony weight,Automatic recording,22.7,G167A,Kilogram,,,,2019-11-02 12:00:00
154368,CW211298,3,1,,11,Colony weight,Automatic recording,22.7,G167A,Kilogram,,,,2019-11-02 11:00:00
154369,CW211297,3,1,,10,Colony weight,Automatic recording,22.7,G167A,Kilogram,,,,2019-11-02 10:00:00
154370,CW211295,3,1,,8,Colony weight,Automatic recording,22.7,G167A,Kilogram,,,,2019-11-02 08:00:00
154371,CW211294,3,1,,7,Colony weight,Automatic recording,22.7,G167A,Kilogram,,,,2019-11-02 07:00:00
154372,CW211293,3,1,,6,Colony weight,Automatic recording,22.7,G167A,Kilogram,,,,2019-11-02 06:00:00
