"date";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss";"???"
"23.12.2019 21:00";"6.4";"749.8";"753.0";"1.8";"93";"Wind blowing from the west-southwest";"4";"";"";"";"No significant weather observed. ";"Showers or intermittent precipitation.";"No significant weather observed.";"";"";"";"";"";"";"";"25.0";"5.4";"";"";"";"";"";"";
"23.12.2019 20:00";"6.6";"749.2";"752.4";"1.8";"96";"Wind blowing from the west-southwest";"4";"";"";"";"Precipitation ";"Precipitation";"No significant weather observed.";"";"";"";"";"";"";"";"16.0";"6.0";"";"";"";"";"";"";
"23.12.2019 19:00";"6.9";"748.6";"751.8";"1.8";"91";"Wind blowing from the west-southwest";"5";"";"";"";"No significant weather observed. ";"Showers or intermittent precipitation.";"Rain.";"4.5";"7.2";"";"";"";"";"";"27.0";"5.5";"0.6";"12";"";"";"";"";
"23.12.2019 18:00";"6.8";"748.0";"751.1";"2.0";"93";"Wind blowing from the west-southwest";"6";"";"";"";"Shower(s) or intermittent precipitation. ";"Showers or intermittent precipitation.";"Precipitation";"";"";"";"";"";"";"";"24.0";"5.8";"";"";"";"";"";"";
"23.12.2019 17:00";"6.6";"747.4";"750.6";"1.8";"92";"Wind blowing from the west-southwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"45.0";"5.4";"";"";"";"";"";"";
"23.12.2019 16:00";"6.9";"746.8";"749.9";"1.8";"94";"Wind blowing from the west-southwest";"5";"";"";"";"Precipitation ";"Showers or intermittent precipitation.";"Rain.";"";"";"";"";"";"";"";"29.0";"6.0";"";"";"";"";"";"";
"23.12.2019 15:00";"6.9";"746.0";"749.2";"1.4";"95";"Wind blowing from the south-west";"6";"";"";"";"Drizzle (not freezing) or snow grains. ";"Showers or intermittent precipitation.";"Rain.";"";"";"";"";"";"";"";"21.0";"6.1";"";"";"";"";"";"";
"23.12.2019 14:00";"6.7";"745.6";"748.8";"1.4";"98";"Wind blowing from the south-southwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"15.0";"6.4";"";"";"";"";"";"";
"23.12.2019 13:00";"6.8";"745.0";"748.1";"1.3";"99";"Wind blowing from the south-west";"4";"";"";"";"No significant weather observed. ";"Showers or intermittent precipitation.";"Rain.";"";"";"";"";"";"";"";"17.0";"6.7";"0.6";"6";"";"";"";"";
"23.12.2019 12:00";"6.0";"744.6";"747.7";"1.4";"100";"Wind blowing from the south-southwest";"3";"";"";"";"Rain shower(s) or intermittent rain, slight. ";"Showers or intermittent precipitation.";"Rain.";"";"";"";"";"";"";"";"2.3";"6.0";"";"";"";"";"";"";
"23.12.2019 11:00";"5.4";"744.2";"747.3";"1.4";"100";"Wind blowing from the south";"3";"";"";"";"Rain (not freezing). ";"Rain.";"Fog";"";"";"";"";"";"";"";"1.4";"5.4";"";"";"";"";"";"";
"23.12.2019 10:00";"5.1";"743.7";"746.8";"1.4";"100";"Wind blowing from the south-southeast";"2";"";"";"";"Rain, not freezing, slight. ";"Showers or intermittent precipitation.";"Rain.";"";"";"";"";"";"";"";"1.8";"5.1";"";"";"";"";"";"";
"23.12.2019 09:00";"4.9";"743.2";"746.4";"1.4";"100";"Wind blowing from the south-east";"3";"";"";"";"Drizzle, not freezing, heavy. ";"Showers or intermittent precipitation.";"Drizzle.";"";"";"";"";"";"";"";"1.8";"4.9";"";"";"";"";"";"";
"23.12.2019 08:00";"4.7";"742.8";"745.9";"1.4";"99";"Wind blowing from the south-east";"2";"";"";"";"Rain shower(s) or intermittent rain, slight. ";"Showers or intermittent precipitation.";"Showers or intermittent precipitation.";"";"";"";"";"";"";"";"1.6";"4.6";"";"";"";"";"";"";
"23.12.2019 07:00";"4.7";"742.3";"745.5";"1.3";"99";"Wind blowing from the east-southeast";"3";"";"";"";"Rain shower(s) or intermittent rain, slight. ";"Showers or intermittent precipitation.";"Snow or ice pellets.";"4.1";"4.9";"";"";"";"";"";"1.4";"4.6";"0.4";"12";"";"";"";"";
"23.12.2019 06:00";"4.6";"741.8";"745.0";"1.0";"99";"Wind blowing from the south-east";"3";"";"";"";"Drizzle, not freezing, moderate. ";"Drizzle.";"Precipitation";"";"";"";"";"";"";"";"2.7";"4.4";"";"";"";"";"";"";
"23.12.2019 05:00";"4.7";"741.4";"744.4";"1.0";"99";"Wind blowing from the south-east";"3";"";"";"";"Rain (not freezing). ";"Showers or intermittent precipitation.";"Snow or ice pellets.";"";"";"";"";"";"";"";"2.7";"4.5";"";"";"";"";"";"";
"23.12.2019 04:00";"4.7";"741.0";"744.1";"0.8";"97";"Wind blowing from the east-southeast";"4";"";"";"";"Rain, not freezing, slight. ";"Showers or intermittent precipitation.";"Rain.";"";"";"";"";"";"";"";"3.3";"4.3";"";"";"";"";"";"";
"23.12.2019 03:00";"4.8";"740.8";"743.9";"0.7";"97";"Wind blowing from the south-east";"4";"";"";"";"Rain (not freezing). ";"Showers or intermittent precipitation.";"No significant weather observed.";"";"";"";"";"";"";"";"4.6";"4.4";"";"";"";"";"";"";
"23.12.2019 02:00";"4.8";"740.4";"743.5";"0.5";"97";"Wind blowing from the east-southeast";"4";"";"";"";"Rain shower(s) or intermittent rain, slight. ";"Showers or intermittent precipitation.";"Rain.";"";"";"";"";"";"";"";"4.2";"4.4";"";"";"";"";"";"";
"23.12.2019 01:00";"4.8";"740.2";"743.2";"0.4";"97";"Wind blowing from the east-southeast";"4";"";"";"";"Rain (not freezing). ";"Showers or intermittent precipitation.";"Rain.";"";"";"";"";"";"";"";"5.0";"4.4";"0.2";"6";"";"";"";"";
"23.12.2019 00:00";"4.8";"740.1";"743.2";"0.5";"96";"Wind blowing from the east-southeast";"4";"";"";"";"Mist. ";"Visibility reduced.";"No significant weather observed.";"";"";"";"";"";"";"";"6.0";"4.2";"";"";"";"";"";"";
"22.12.2019 23:00";"4.7";"739.9";"743.0";"0.6";"96";"Wind blowing from the east-southeast";"4";"";"";"";"Drizzle (not freezing) or snow grains. ";"Drizzle.";"No significant weather observed.";"";"";"";"";"";"";"";"4.8";"4.1";"";"";"";"";"";"";
"22.12.2019 22:00";"4.6";"739.8";"742.9";"0.7";"97";"Wind blowing from the east-southeast";"4";"";"";"";"Drizzle, not freezing, moderate. ";"Drizzle.";"Precipitation";"";"";"";"";"";"";"";"5.0";"4.1";"";"";"";"";"";"";
"22.12.2019 21:00";"4.4";"739.6";"742.6";"0.9";"96";"Wind blowing from the east-southeast";"4";"";"";"";"Mist. ";"Visibility reduced.";"Visibility reduced.";"";"";"";"";"";"";"";"5.0";"3.8";"";"";"";"";"";"";
"22.12.2019 20:00";"4.4";"739.3";"742.3";"0.9";"97";"Wind blowing from the east-southeast";"5";"";"";"";"Mist. ";"Visibility reduced.";"Visibility reduced.";"";"";"";"";"";"";"";"4.8";"3.9";"";"";"";"";"";"";
"22.12.2019 19:00";"4.1";"739.1";"742.2";"1.0";"97";"Wind blowing from the east-southeast";"4";"";"";"";"Mist. ";"Showers or intermittent precipitation.";"Drizzle.";"1.9";"4.7";"";"";"";"";"";"5.0";"3.7";"Trace of precipitation";"12";"";"";"";"";
"22.12.2019 18:00";"4.2";"738.7";"741.9";"0.6";"97";"Wind blowing from the east-southeast";"5";"";"";"";"Mist. ";"Visibility reduced.";"Visibility reduced.";"";"";"";"";"";"";"";"7.0";"3.7";"";"";"";"";"";"";
"22.12.2019 17:00";"4.0";"738.4";"741.6";"0.4";"97";"Wind blowing from the east-southeast";"4";"";"";"";"Mist. ";"Visibility reduced.";"Visibility reduced.";"";"";"";"";"";"";"";"7.0";"3.5";"";"";"";"";"";"";
"22.12.2019 16:00";"3.9";"738.1";"741.3";"0.1";"98";"Wind blowing from the east-southeast";"5";"";"";"";"Mist. ";"Visibility reduced.";"No significant weather observed.";"";"";"";"";"";"";"";"5.0";"3.6";"";"";"";"";"";"";
"22.12.2019 15:00";"4.1";"738.1";"741.2";"-0.1";"97";"Wind blowing from the east-southeast";"5";"";"";"";"Mist. ";"Visibility reduced.";"Visibility reduced.";"";"";"";"";"";"";"";"6.0";"3.6";"";"";"";"";"";"";
"22.12.2019 14:00";"4.3";"738.0";"741.1";"-0.4";"97";"Wind blowing from the east-southeast";"6";"";"";"";"Mist. ";"Visibility reduced.";"No significant weather observed.";"";"";"";"";"";"";"";"8.0";"3.8";"";"";"";"";"";"";
"22.12.2019 13:00";"4.6";"738.0";"741.1";"-0.2";"94";"Wind blowing from the east-southeast";"5";"";"";"";"No significant weather observed. ";"Fog";"Visibility reduced.";"";"";"";"";"";"";"";"13.0";"3.7";"";"";"";"";"";"";
"22.12.2019 12:00";"4.3";"738.2";"741.3";"0.1";"95";"Wind blowing from the east-southeast";"5";"";"";"";"No significant weather observed. ";"Visibility reduced.";"No significant weather observed.";"";"";"";"";"";"";"";"10.0";"3.6";"";"";"";"";"";"";
"22.12.2019 11:00";"3.9";"738.4";"741.5";"0.3";"97";"Wind blowing from the east-southeast";"4";"";"";"";"Mist. ";"Visibility reduced.";"Visibility reduced.";"";"";"";"";"";"";"";"6.0";"3.5";"";"";"";"";"";"";
"22.12.2019 10:00";"3.4";"738.2";"741.4";"0.4";"99";"Wind blowing from the east-southeast";"5";"";"";"";"Mist. ";"Fog";"Visibility reduced.";"";"";"";"";"";"";"";"3.8";"3.3";"";"";"";"";"";"";
"22.12.2019 09:00";"2.9";"738.1";"741.2";"0.1";"99";"Wind blowing from the east";"5";"";"";"";"Mist. ";"Visibility reduced.";"No significant weather observed.";"";"";"";"";"";"";"";"5.0";"2.8";"";"";"";"";"";"";
"22.12.2019 08:00";"2.3";"738.1";"741.2";"0.0";"100";"Wind blowing from the east";"3";"";"";"";"Fog ";"Fog";"Visibility reduced.";"";"";"";"";"";"";"";"4.8";"2.3";"";"";"";"";"";"";
"22.12.2019 07:00";"2.3";"737.8";"740.9";"-0.3";"99";"Wind blowing from the east";"3";"";"";"";"Mist. ";"Visibility reduced.";"No significant weather observed.";"2.3";"6.5";"";"";"";"";"";"1.6";"2.2";"";"";"";"";"";"";
"22.12.2019 06:00";"2.6";"738.0";"741.1";"0.0";"100";"Wind blowing from the east";"4";"";"";"";"Mist. ";"Visibility reduced.";"Visibility reduced.";"";"";"";"";"";"";"";"3.4";"2.6";"";"";"";"";"";"";
"22.12.2019 05:00";"3.0";"738.1";"741.3";"-0.3";"99";"Wind blowing from the east-southeast";"3";"";"";"";"Mist. ";"Visibility reduced.";"Visibility reduced.";"";"";"";"";"";"";"";"5.0";"2.9";"";"";"";"";"";"";
"22.12.2019 04:00";"3.2";"738.1";"741.2";"-0.6";"99";"Wind blowing from the east-southeast";"3";"";"";"";"Mist. ";"Visibility reduced.";"No significant weather observed.";"";"";"";"";"";"";"";"6.0";"3.1";"";"";"";"";"";"";
"22.12.2019 03:00";"3.4";"738.0";"741.1";"-0.6";"99";"Wind blowing from the east-southeast";"4";"";"";"";"Mist. ";"Visibility reduced.";"Visibility reduced.";"";"";"";"";"";"";"";"8.0";"3.2";"";"";"";"";"";"";
"22.12.2019 02:00";"3.6";"738.4";"741.5";"-0.4";"98";"Wind blowing from the east-southeast";"3";"";"";"";"Mist. ";"Visibility reduced.";"No significant weather observed.";"";"";"";"";"";"";"";"8.0";"3.3";"";"";"";"";"";"";
"22.12.2019 01:00";"4.4";"738.7";"741.7";"-0.6";"97";"Wind blowing from the south-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"11.0";"3.9";"";"";"";"";"";"";
"22.12.2019 00:00";"4.7";"738.6";"741.7";"-1.0";"97";"Wind blowing from the east-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"15.0";"4.2";"";"";"";"";"";"";
"21.12.2019 23:00";"5.0";"738.8";"742.0";"-1.1";"95";"Wind blowing from the south-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"20.0";"4.2";"";"";"";"";"";"";
"21.12.2019 22:00";"5.9";"739.3";"742.3";"-0.6";"92";"Wind blowing from the south-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"30.0";"4.7";"";"";"";"";"";"";
"21.12.2019 21:00";"6.3";"739.6";"742.6";"-0.3";"91";"Wind blowing from the south-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"30.0";"5.0";"";"";"";"";"";"";
"21.12.2019 20:00";"6.1";"739.9";"743.1";"0.0";"93";"Wind blowing from the south-southeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"22.0";"5.0";"";"";"";"";"";"";
"21.12.2019 19:00";"5.9";"739.9";"743.0";"-0.3";"95";"Wind blowing from the south-southeast";"3";"";"";"";"No significant weather observed. ";"Visibility reduced.";"No significant weather observed.";"4.9";"7.5";"";"";"";"";"";"12.0";"5.1";"";"";"";"";"";"";
"21.12.2019 18:00";"6.0";"739.9";"743.0";"-0.3";"94";"Wind blowing from the south-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"15.0";"5.1";"";"";"";"";"";"";
"21.12.2019 17:00";"5.7";"739.9";"743.0";"-0.3";"95";"Wind blowing from the south-southeast";"2";"";"";"";"No significant weather observed. ";"Visibility reduced.";"No significant weather observed.";"";"";"";"";"";"";"";"11.0";"5.0";"";"";"";"";"";"";
"21.12.2019 16:00";"5.1";"740.2";"743.3";"0.0";"95";"Wind blowing from the south-southeast";"3";"";"";"";"Mist. ";"Visibility reduced.";"No significant weather observed.";"";"";"";"";"";"";"";"9.0";"4.4";"";"";"";"";"";"";
"21.12.2019 15:00";"5.8";"740.2";"743.3";"0.0";"94";"Wind blowing from the south";"2";"";"";"";"Mist. ";"Visibility reduced.";"No significant weather observed.";"";"";"";"";"";"";"";"9.0";"4.9";"";"";"";"";"";"";
"21.12.2019 14:00";"7.0";"740.2";"743.2";"0.2";"88";"Wind blowing from the south-west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"17.0";"5.2";"";"";"";"";"";"";
"21.12.2019 13:00";"7.4";"740.2";"743.3";"0.3";"88";"Wind blowing from the south-west";"6";"";"";"";"No significant weather observed. ";"Visibility reduced.";"No significant weather observed.";"";"";"";"";"";"";"";"21.0";"5.5";"";"";"";"";"";"";
"21.12.2019 12:00";"7.0";"740.2";"743.2";"0.6";"91";"Wind blowing from the south-west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"17.0";"5.6";"";"";"";"";"";"";
"21.12.2019 11:00";"6.9";"740.0";"743.2";"0.8";"91";"Wind blowing from the south-west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"19.0";"5.5";"";"";"";"";"";"";
"21.12.2019 10:00";"6.7";"739.9";"742.9";"0.7";"92";"Wind blowing from the south-west";"5";"";"";"";"No significant weather observed. ";"Visibility reduced.";"No significant weather observed.";"";"";"";"";"";"";"";"18.0";"5.5";"";"";"";"";"";"";
"21.12.2019 09:00";"6.6";"739.6";"742.6";"0.5";"92";"Wind blowing from the south-southwest";"4";"";"";"";"No significant weather observed. ";"Visibility reduced.";"No significant weather observed.";"";"";"";"";"";"";"";"18.0";"5.3";"";"";"";"";"";"";
"21.12.2019 08:00";"5.5";"739.2";"742.3";"0.5";"97";"Wind blowing from the south-southwest";"3";"";"";"";"Mist. ";"Visibility reduced.";"Visibility reduced.";"";"";"";"";"";"";"";"5.0";"5.1";"";"";"";"";"";"";
"21.12.2019 07:00";"5.3";"739.2";"742.3";"0.7";"95";"Wind blowing from the south-southwest";"3";"";"";"";"Mist. ";"Snow or ice pellets.";"Rain.";"4.6";"7.3";"";"";"";"";"";"8.0";"4.6";"2.0";"12";"";"";"";"";
"21.12.2019 06:00";"6.9";"739.1";"742.2";"0.8";"95";"Wind blowing from the south-west";"5";"";"";"";"Mist. ";"Visibility reduced.";"Visibility reduced.";"";"";"";"";"";"";"";"8.0";"6.2";"";"";"";"";"";"";
"21.12.2019 05:00";"6.4";"738.7";"741.8";"0.9";"100";"Wind blowing from the south-southwest";"3";"";"";"";"Mist. ";"Visibility reduced.";"No significant weather observed.";"";"";"";"";"";"";"";"1.8";"6.4";"";"";"";"";"";"";
"21.12.2019 04:00";"6.9";"738.5";"741.6";"1.0";"100";"Wind blowing from the south-southwest";"3";"";"";"";"Rain (not freezing). ";"Snow or ice pellets.";"Rain.";"";"";"";"";"";"";"";"2.5";"6.9";"";"";"";"";"";"";
"21.12.2019 03:00";"7.0";"738.3";"741.4";"0.8";"100";"Wind blowing from the south-west";"3";"";"";"";"Rain, not freezing, slight. ";"Rain.";"Rain.";"";"";"";"";"";"";"";"4.2";"7.0";"";"";"";"";"";"";
"21.12.2019 02:00";"7.1";"737.8";"740.8";"0.3";"100";"Wind blowing from the south-west";"3";"";"";"";"Rain, not freezing, slight. ";"Snow or ice pellets.";"Rain.";"";"";"";"";"";"";"";"4.1";"7.1";"";"";"";"";"";"";
"21.12.2019 01:00";"6.7";"737.5";"740.5";"-0.3";"100";"Wind blowing from the south-southwest";"4";"";"";"";"Rain (or drizzle) and snow, slight. ";"Snow or ice pellets.";"Rain.";"";"";"";"";"";"";"";"1.8";"6.7";"1.0";"6";"";"";"";"";
"21.12.2019 00:00";"6.5";"737.5";"740.5";"-0.7";"95";"Wind blowing from the south-southeast";"3";"";"";"";"Mist. ";"Visibility reduced.";"Visibility reduced.";"";"";"";"";"";"";"";"8.0";"5.8";"";"";"";"";"";"";
"20.12.2019 23:00";"6.2";"737.5";"740.5";"-0.9";"96";"Wind blowing from the south-east";"3";"";"";"";"Mist. ";"Visibility reduced.";"Visibility reduced.";"";"";"";"";"";"";"";"7.0";"5.6";"";"";"";"";"";"";
"20.12.2019 22:00";"5.4";"737.8";"740.9";"-1.0";"99";"Wind blowing from the east-southeast";"4";"";"";"";"Mist. ";"Visibility reduced.";"Visibility reduced.";"";"";"";"";"";"";"";"4.7";"5.2";"";"";"";"";"";"";
"20.12.2019 21:00";"4.9";"738.2";"741.4";"-0.6";"99";"Wind blowing from the east-southeast";"3";"";"";"";"Mist. ";"Visibility reduced.";"Visibility reduced.";"";"";"";"";"";"";"";"4.1";"4.8";"";"";"";"";"";"";
"20.12.2019 20:00";"4.9";"738.4";"741.5";"-1.1";"99";"Wind blowing from the east-southeast";"4";"";"";"";"Mist. ";"Visibility reduced.";"Visibility reduced.";"";"";"";"";"";"";"";"3.5";"4.8";"";"";"";"";"";"";
"20.12.2019 19:00";"4.7";"738.8";"741.9";"-0.8";"99";"Wind blowing from the east-southeast";"5";"";"";"";"Mist. ";"Fog";"Visibility reduced.";"4.1";"5.1";"";"";"";"";"";"4.7";"4.6";"";"";"";"";"";"";
"20.12.2019 18:00";"4.3";"738.8";"742.0";"-1.7";"99";"Wind blowing from the east";"7";"";"";"";"Mist. ";"Visibility reduced.";"Visibility reduced.";"";"";"";"";"";"";"";"3.9";"4.2";"";"";"";"";"";"";
"20.12.2019 17:00";"4.2";"739.5";"742.6";"-1.8";"100";"Wind blowing from the east";"5";"";"";"";"Mist. ";"Visibility reduced.";"Visibility reduced.";"";"";"";"";"";"";"";"3.8";"4.2";"";"";"";"";"";"";
"20.12.2019 16:00";"4.4";"739.6";"742.8";"-2.2";"100";"Wind blowing from the east";"7";"";"";"";"Mist. ";"Fog";"Visibility reduced.";"";"";"";"";"";"";"";"3.7";"4.4";"";"";"";"";"";"";
"20.12.2019 15:00";"4.7";"740.5";"743.5";"-2.4";"99";"Wind blowing from the east";"8";"";"";"";"Mist. ";"Visibility reduced.";"No significant weather observed.";"";"";"";"";"";"";"";"2.4";"4.6";"";"";"";"";"";"";
"20.12.2019 14:00";"4.9";"741.3";"744.4";"-2.8";"100";"Wind blowing from the east";"7";"";"";"";"Fog ";"Fog";"No significant weather observed.";"";"";"";"";"";"";"";"2.6";"4.9";"";"";"";"";"";"";
"20.12.2019 13:00";"4.9";"741.8";"745.0";"-2.7";"99";"Wind blowing from the east";"7";"";"";"";"Fog or ice fog, has become thinner during the past hour. ";"Fog";"No significant weather observed.";"";"";"";"";"";"";"";"0.5";"4.8";"";"";"";"";"";"";
"20.12.2019 12:00";"4.8";"742.9";"746.1";"-2.2";"100";"Wind blowing from the east-southeast";"6";"";"";"";"Fog or ice fog, no appreciable change during the past hour. ";"Fog";"Fog";"";"";"";"";"";"";"";"0.4";"4.8";"";"";"";"";"";"";
"20.12.2019 11:00";"4.7";"744.1";"747.2";"-1.6";"100";"Wind blowing from the east-southeast";"5";"";"";"";"Fog or ice fog, no appreciable change during the past hour. ";"Fog";"Fog";"";"";"";"";"";"";"";"0.3";"4.7";"";"";"";"";"";"";
"20.12.2019 10:00";"4.6";"744.5";"747.7";"-1.9";"100";"Wind blowing from the east-southeast";"5";"";"";"";"Fog or ice fog, no appreciable change during the past hour. ";"Fog";"Fog";"";"";"";"";"";"";"";"0.3";"4.6";"";"";"";"";"";"";
"20.12.2019 09:00";"4.5";"745.1";"748.3";"-1.7";"99";"Wind blowing from the east-southeast";"6";"";"";"";"Fog ";"Fog";"Fog";"";"";"";"";"";"";"";"0.2";"4.4";"";"";"";"";"";"";
"20.12.2019 08:00";"4.6";"745.7";"748.9";"-1.9";"100";"Wind blowing from the south-east";"4";"";"";"";"Fog or ice fog, has begun or become thicker during the past hour. ";"Fog";"Fog";"";"";"";"";"";"";"";"0.5";"4.6";"";"";"";"";"";"";
"20.12.2019 07:00";"4.8";"746.4";"749.5";"-2.2";"100";"Wind blowing from the east-southeast";"5";"";"";"";"Fog or ice fog, no appreciable change during the past hour. ";"Fog";"Visibility reduced.";"4.7";"6.9";"";"";"";"";"";"0.6";"4.8";"";"";"";"";"";"";
"20.12.2019 06:00";"5.0";"746.8";"749.9";"-2.1";"100";"Wind blowing from the south-east";"5";"";"";"";"Fog or ice fog, has become thinner during the past hour. ";"Fog";"Fog";"";"";"";"";"";"";"";"0.5";"5.0";"";"";"";"";"";"";
"20.12.2019 05:00";"5.1";"747.6";"750.7";"-2.5";"100";"Wind blowing from the south-east";"4";"";"";"";"Fog ";"Fog";"Fog";"";"";"";"";"";"";"";"0.3";"5.1";"";"";"";"";"";"";
"20.12.2019 04:00";"5.1";"748.6";"751.7";"-1.5";"100";"Wind blowing from the south-east";"4";"";"";"";"Fog or ice fog, no appreciable change during the past hour. ";"Fog";"Visibility reduced.";"";"";"";"";"";"";"";"0.2";"5.1";"";"";"";"";"";"";
"20.12.2019 03:00";"5.1";"748.9";"752.1";"-2.1";"100";"Wind blowing from the south-east";"5";"";"";"";"Fog or ice fog, has begun or become thicker during the past hour. ";"Fog";"Visibility reduced.";"";"";"";"";"";"";"";"0.3";"5.1";"";"";"";"";"";"";
"20.12.2019 02:00";"5.5";"750.1";"753.2";"-1.5";"97";"Wind blowing from the south";"4";"";"";"";"Mist. ";"Visibility reduced.";"Visibility reduced.";"";"";"";"";"";"";"";"5.0";"5.0";"";"";"";"";"";"";
"20.12.2019 01:00";"5.7";"750.1";"753.3";"-2.6";"94";"Wind blowing from the east-southeast";"5";"";"";"";"Mist. ";"Visibility reduced.";"No significant weather observed.";"";"";"";"";"";"";"";"8.0";"4.8";"";"";"";"";"";"";
"20.12.2019 00:00";"6.2";"751.0";"754.1";"-2.3";"91";"Wind blowing from the east-southeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"12.0";"4.9";"";"";"";"";"";"";
"19.12.2019 23:00";"6.7";"751.6";"754.8";"-2.4";"90";"Wind blowing from the south-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"17.0";"5.1";"";"";"";"";"";"";
"19.12.2019 22:00";"6.6";"752.7";"755.8";"-1.6";"88";"Wind blowing from the south-east";"4";"";"";"";"No significant weather observed. ";"Visibility reduced.";"No significant weather observed.";"";"";"";"";"";"";"";"18.0";"4.8";"";"";"";"";"";"";
"19.12.2019 21:00";"5.8";"753.3";"756.4";"-1.7";"93";"Wind blowing from the east-southeast";"5";"";"";"";"No significant weather observed. ";"Visibility reduced.";"No significant weather observed.";"";"";"";"";"";"";"";"13.0";"4.7";"";"";"";"";"";"";
"19.12.2019 20:00";"5.2";"754.0";"757.1";"-1.5";"95";"Wind blowing from the east-southeast";"5";"";"";"";"Mist. ";"Visibility reduced.";"No significant weather observed.";"";"";"";"";"";"";"";"9.0";"4.5";"";"";"";"";"";"";
"19.12.2019 19:00";"5.4";"754.3";"757.5";"-1.5";"94";"Wind blowing from the east-southeast";"5";"";"";"";"No significant weather observed. ";"Visibility reduced.";"No significant weather observed.";"3.8";"7.1";"";"";"";"";"";"11.0";"4.5";"";"";"";"";"";"";
"19.12.2019 18:00";"5.8";"755.0";"758.2";"-1.2";"93";"Wind blowing from the east-southeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"12.0";"4.8";"";"";"";"";"";"";
"19.12.2019 17:00";"6.4";"755.5";"758.6";"-1.0";"92";"Wind blowing from the south-east";"5";"";"";"";"No significant weather observed. ";"Visibility reduced.";"No significant weather observed.";"";"";"";"";"";"";"";"13.0";"5.2";"";"";"";"";"";"";
"19.12.2019 16:00";"5.8";"755.8";"758.9";"-1.2";"95";"Wind blowing from the east-southeast";"4";"";"";"";"Mist. ";"Visibility reduced.";"No significant weather observed.";"";"";"";"";"";"";"";"9.0";"5.0";"";"";"";"";"";"";
"19.12.2019 15:00";"6.4";"756.2";"759.4";"-1.5";"92";"Wind blowing from the south-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"13.0";"5.1";"";"";"";"";"";"";
"19.12.2019 14:00";"6.7";"756.5";"759.7";"-1.6";"90";"Wind blowing from the south-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"12.0";"5.2";"";"";"";"";"";"";
"19.12.2019 13:00";"6.9";"757.0";"760.1";"-1.5";"89";"Wind blowing from the south-east";"5";"";"";"";"No significant weather observed. ";"Visibility reduced.";"No significant weather observed.";"";"";"";"";"";"";"";"12.0";"5.2";"";"";"";"";"";"";
"19.12.2019 12:00";"6.6";"757.7";"760.9";"-1.4";"89";"Wind blowing from the south-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"13.0";"4.9";"";"";"";"";"";"";
"19.12.2019 11:00";"6.2";"758.1";"761.2";"-1.3";"90";"Wind blowing from the south-east";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"14.0";"4.6";"";"";"";"";"";"";
"19.12.2019 10:00";"5.7";"758.5";"761.7";"-1.1";"90";"Wind blowing from the south-east";"6";"";"";"";"No significant weather observed. ";"Visibility reduced.";"No significant weather observed.";"";"";"";"";"";"";"";"14.0";"4.1";"";"";"";"";"";"";
"19.12.2019 09:00";"5.4";"759.1";"762.2";"-1.0";"90";"Wind blowing from the south-east";"5";"";"";"";"No significant weather observed. ";"Visibility reduced.";"No significant weather observed.";"";"";"";"";"";"";"";"10.0";"3.9";"";"";"";"";"";"";
"19.12.2019 08:00";"5.4";"759.4";"762.5";"-1.1";"95";"Wind blowing from the south-east";"5";"";"";"";"Mist. ";"Visibility reduced.";"Visibility reduced.";"";"";"";"";"";"";"";"5.0";"4.7";"";"";"";"";"";"";
"19.12.2019 07:00";"3.9";"759.6";"762.8";"-0.9";"95";"Wind blowing from the east-southeast";"4";"";"";"";"Mist. ";"Fog";"Visibility reduced.";"3.0";"5.7";"";"";"";"";"";"5.0";"3.2";"";"";"";"";"";"";
"19.12.2019 06:00";"3.7";"760.1";"763.3";"-0.5";"97";"Wind blowing from the east-southeast";"4";"";"";"";"Mist. ";"Visibility reduced.";"Visibility reduced.";"";"";"";"";"";"";"";"4.1";"3.2";"";"";"";"";"";"";
"19.12.2019 05:00";"3.5";"760.5";"763.7";"-0.3";"99";"Wind blowing from the east-southeast";"3";"";"";"";"Mist. ";"Visibility reduced.";"Visibility reduced.";"";"";"";"";"";"";"";"2.4";"3.4";"";"";"";"";"";"";
