"date";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss";"???"
"02.05.2020 23:00";"7.6";"752.5";"755.7";"1.5";"95";"Wind blowing from the west-northwest";"3";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"1500-2000";"";"";"20.0";"6.9";"";"";"";"";"";"";
"02.05.2020 22:00";"8.3";"752.0";"755.1";"1.4";"92";"Wind blowing from the west-northwest";"4";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"45.0";"7.0";"";"";"";"";"";"";
"02.05.2020 21:00";"7.8";"751.6";"754.7";"1.5";"91";"Wind blowing from the west";"2";"";"";"60%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"35.0";"6.4";"";"";"";"";"";"";
"02.05.2020 20:00";"8.6";"751.0";"754.0";"1.4";"86";"Wind blowing from the west";"2";"";"";"10%  or less, but not 0";" ";"";"";"8.2";"11.9";"";"";"2000-2500";"";"";"50.0";"6.4";"0.4";"12";"";"";"";"";
"02.05.2020 19:00";"10.7";"750.6";"753.7";"1.2";"71";"Wind blowing from the west-northwest";"4";"";"";"40%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"50.0";"5.5";"";"";"";"";"";"";
"02.05.2020 18:00";"11.3";"750.1";"753.2";"0.8";"67";"Wind blowing from the west-northwest";"5";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"30.0";"5.4";"";"";"";"";"";"";
"02.05.2020 17:00";"10.8";"749.6";"752.8";"0.7";"73";"Wind blowing from the west-northwest";"4";"";"";"60%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"35.0";"6.2";"";"";"";"";"";"";
"02.05.2020 16:00";"10.8";"749.4";"752.5";"0.9";"73";"Wind blowing from the west-northwest";"5";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"300-600";"";"";"40.0";"6.1";"";"";"";"";"";"";
"02.05.2020 15:00";"11.0";"749.3";"752.4";"1.3";"75";"Wind blowing from the west";"4";"";"";"60%.";" ";"";"";"";"";"";"";"600-1000";"";"";"35.0";"6.6";"";"";"";"";"";"";
"02.05.2020 14:00";"10.3";"748.9";"752.0";"1.2";"73";"Wind blowing from the west";"4";"";"";"90  or more, but not 100%";"No significant weather observed. ";"Showers or intermittent precipitation.";"Rain.";"";"";"";"";"600-1000";"";"";"40.0";"5.6";"0.4";"6";"";"";"";"";
"02.05.2020 13:00";"10.2";"748.5";"751.6";"1.1";"76";"Wind blowing from the west-northwest";"3";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"1500-2000";"";"";"40.0";"6.2";"";"";"";"";"";"";
"02.05.2020 12:00";"9.7";"748.0";"751.2";"0.9";"80";"Wind blowing from the west-northwest";"5";"";"";"60%.";" ";"";"";"";"";"";"";"300-600";"";"";"50.0";"6.4";"";"";"";"";"";"";
"02.05.2020 11:00";"9.1";"747.7";"750.8";"0.8";"83";"Wind blowing from the west-northwest";"5";"";"";"90  or more, but not 100%";"Rain (not freezing). ";"Showers or intermittent precipitation.";"Rain.";"";"";"";"";"200-300";"";"";"35.0";"6.3";"";"";"";"";"";"";
"02.05.2020 10:00";"8.9";"747.4";"750.6";"0.6";"90";"Wind blowing from the west";"3";"";"";"90  or more, but not 100%";"Rain shower(s) or intermittent rain, slight. ";"Showers or intermittent precipitation.";"No significant weather observed.";"";"";"";"";"200-300";"";"";"15.0";"7.3";"";"";"";"";"";"";
"02.05.2020 09:00";"8.4";"747.1";"750.2";"0.4";"92";"Wind blowing from the south-southwest";"3";"";"";"90  or more, but not 100%";"Rain shower(s) or intermittent rain, slight. ";"Showers or intermittent precipitation.";"Rain.";"";"";"";"";"200-300";"";"";"25.0";"7.2";"";"";"";"";"";"";
"02.05.2020 08:00";"8.8";"746.9";"750.1";"0.3";"94";"Wind blowing from the south-southwest";"3";"";"";"90  or more, but not 100%";"No significant weather observed. ";"Showers or intermittent precipitation.";"Rain.";"5.7";"10.4";"";"";"200-300";"";"";"15.0";"7.9";"0.5";"12";"";"";"";"";
"02.05.2020 07:00";"7.9";"746.8";"749.8";"0.2";"97";"Wind blowing from the south";"2";"";"";"60%.";"Mist. ";"Visibility reduced.";"No significant weather observed.";"";"";"";"";"200-300";"";"";"8.0";"7.4";"";"";"";"";"";"";
"02.05.2020 06:00";"7.8";"746.7";"749.8";"0.0";"98";"Wind blowing from the south";"2";"";"";"90  or more, but not 100%";"Mist. ";"Visibility reduced.";"No significant weather observed.";"";"";"";"";"200-300";"";"";"8.0";"7.5";"";"";"";"";"";"";
"02.05.2020 05:00";"7.4";"746.6";"749.7";"-0.1";"99";"Wind blowing from the south";"2";"";"";"90  or more, but not 100%";"Rain (not freezing). ";"Showers or intermittent precipitation.";"Rain.";"";"";"";"";"200-300";"";"";"5.0";"7.2";"";"";"";"";"";"";
"02.05.2020 04:00";"6.2";"746.6";"749.8";"0.1";"99";"Wind blowing from the south-southeast";"1";"";"";"90  or more, but not 100%";"Rain, not freezing, slight. ";"Rain.";"Precipitation";"";"";"";"";"1000-1500";"";"";"5.0";"6.1";"";"";"";"";"";"";
"02.05.2020 03:00";"6.5";"746.7";"749.8";"0.2";"98";"Wind blowing from the south";"1";"";"";"40%.";"Mist. ";"Visibility reduced.";"Visibility reduced.";"";"";"";"";"300-600";"";"";"3.8";"6.2";"";"";"";"";"";"";
"02.05.2020 02:00";"7.6";"746.7";"749.8";"0.2";"97";"Wind blowing from the south-southwest";"2";"";"";"60%.";"Mist. ";"Showers or intermittent precipitation.";"Rain.";"";"";"";"";"300-600";"";"";"8.0";"7.1";"Trace of precipitation";"6";"";"";"";"";
"02.05.2020 01:00";"7.6";"746.5";"749.7";"-0.1";"95";"Wind blowing from the south";"3";"";"";"60%.";" ";"";"";"";"";"";"";"300-600";"";"";"17.0";"6.9";"";"";"";"";"";"";
"02.05.2020 00:00";"8.3";"746.5";"749.5";"0.0";"92";"Wind blowing from the south-southeast";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"1500-2000";"";"";"30.0";"7.0";"";"";"";"";"";"";
"01.05.2020 23:00";"8.6";"746.5";"749.6";"0.3";"91";"Wind blowing from the south";"2";"";"";"90  or more, but not 100%";"Drizzle (not freezing) or snow grains. ";"Showers or intermittent precipitation.";"Rain.";"";"";"";"";"1000-1500";"";"";"27.0";"7.2";"";"";"";"";"";"";
"01.05.2020 22:00";"8.9";"746.6";"749.7";"0.4";"89";"Wind blowing from the south";"3";"";"";"100%.";"Rain shower(s) or intermittent rain, slight. ";"Showers or intermittent precipitation.";"Rain.";"";"";"";"";"1500-2000";"";"";"25.0";"7.1";"";"";"";"";"";"";
"01.05.2020 21:00";"9.6";"746.5";"749.7";"0.4";"85";"Wind blowing from the south";"3";"";"";"90  or more, but not 100%";"Drizzle, not freezing, slight. ";"Rain.";"Drizzle.";"";"";"";"";"1500-2000";"";"";"35.0";"7.2";"";"";"";"";"";"";
"01.05.2020 20:00";"10.4";"746.2";"749.2";"0.2";"77";"Wind blowing from the south-southeast";"2";"";"";"60%.";" ";"";"";"7.5";"12.4";"";"";"2000-2500";"";"";"45.0";"6.5";"";"";"";"";"";"";
"01.05.2020 19:00";"11.0";"746.2";"749.2";"0.0";"74";"Wind blowing from the south";"4";"";"";"40%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"40.0";"6.5";"";"";"";"";"";"";
"01.05.2020 18:00";"11.7";"746.1";"749.2";"-0.2";"70";"Wind blowing from the south";"4";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"30.0";"6.3";"";"";"";"";"";"";
"01.05.2020 17:00";"11.8";"746.0";"749.1";"-0.2";"69";"Wind blowing from the south-southwest";"4";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"600-1000";"";"";"30.0";"6.3";"";"";"";"";"";"";
"01.05.2020 16:00";"11.9";"746.2";"749.3";"-0.1";"73";"Wind blowing from the south-southwest";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"600-1000";"";"";"30.0";"7.2";"";"";"";"";"";"";
"01.05.2020 15:00";"10.6";"746.3";"749.4";"-0.1";"80";"Wind blowing from the south";"5";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"300-600";"";"";"40.0";"7.2";"";"";"";"";"";"";
"01.05.2020 14:00";"10.7";"746.2";"749.3";"0.0";"79";"Wind blowing from the south";"3";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"300-600";"";"";"40.0";"7.1";"";"";"";"";"";"";
"01.05.2020 13:00";"9.5";"746.3";"749.4";"0.2";"82";"Wind blowing from the south";"4";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"300-600";"";"";"45.0";"6.6";"";"";"";"";"";"";
"01.05.2020 12:00";"9.6";"746.4";"749.5";"0.3";"81";"Wind blowing from the south";"4";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"300-600";"";"";"50.0";"6.4";"";"";"";"";"";"";
"01.05.2020 11:00";"9.8";"746.2";"749.4";"0.0";"81";"Wind blowing from the south";"4";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"1500-2000";"";"";"45.0";"6.7";"";"";"";"";"";"";
"01.05.2020 10:00";"9.1";"746.1";"749.2";"-0.2";"78";"Wind blowing from the south-southeast";"3";"";"";"60%.";" ";"";"";"";"";"";"";"300-600";"";"";"40.0";"5.5";"";"";"";"";"";"";
"01.05.2020 09:00";"8.8";"746.1";"749.2";"-0.3";"83";"Wind blowing from the south";"3";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"1500-2000";"";"";"40.0";"6.0";"";"";"";"";"";"";
"01.05.2020 08:00";"7.6";"746.2";"749.2";"-0.1";"88";"Wind blowing from the south-southeast";"3";"";"";"90  or more, but not 100%";"Drizzle (not freezing) or snow grains. ";"Showers or intermittent precipitation.";"Rain.";"4.7";"9.9";"";"";"1500-2000";"";"";"40.0";"5.7";"0.9";"12";"";"";"";"";
"01.05.2020 07:00";"7.3";"746.3";"749.4";"-0.6";"96";"Wind blowing from the south";"2";"";"";"90  or more, but not 100%";"Drizzle, not freezing, slight. ";"Showers or intermittent precipitation.";"Rain.";"";"";"";"";"600-1000";"";"";"17.0";"6.7";"";"";"";"";"";"";
"01.05.2020 06:00";"7.5";"746.4";"749.5";"-0.3";"90";"Wind blowing from the south";"1";"";"";"100%.";"Rain shower(s) or intermittent rain, slight. ";"Showers or intermittent precipitation.";"Rain.";"";"";"";"";"1000-1500";"";"";"28.0";"6.0";"";"";"";"";"";"";
"01.05.2020 05:00";"7.7";"746.3";"749.5";"-0.5";"93";"Wind blowing from the south-southeast";"4";"";"";"90  or more, but not 100%";"Rain, not freezing, slight. ";"Rain.";"Precipitation";"";"";"";"";"1000-1500";"";"";"29.0";"6.6";"";"";"";"";"";"";
"01.05.2020 04:00";"7.0";"746.9";"750.1";"-0.2";"98";"Wind blowing from the south-southeast";"2";"";"";"100%.";"Precipitation ";"Precipitation";"Visibility reduced.";"";"";"";"";"1000-1500";"";"";"18.0";"6.7";"";"";"";"";"";"";
"01.05.2020 03:00";"6.6";"746.7";"749.8";"-0.7";"99";"Wind blowing from the east";"3";"";"";"90  or more, but not 100%";"Mist. ";"Visibility reduced.";"Visibility reduced.";"";"";"";"";"2500 or more, or no clouds.";"";"";"7.0";"6.5";"";"";"";"";"";"";
"01.05.2020 02:00";"6.1";"746.8";"750.0";"-0.8";"99";"Wind blowing from the east";"1";"";"";"90  or more, but not 100%";"Mist. ";"Fog";"Visibility reduced.";"";"";"";"";"2000-2500";"";"";"6.0";"6.0";"";"";"";"";"";"";
"01.05.2020 01:00";"5.5";"747.1";"750.2";"-0.9";"99";"Wind blowing from the east-northeast";"2";"";"";"90  or more, but not 100%";"Mist. ";"Visibility reduced.";"No significant weather observed.";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.7";"5.4";"";"";"";"";"";"";
"01.05.2020 00:00";"5.4";"747.4";"750.4";"-0.6";"99";"Wind blowing from the north-east";"1";"";"";"100%.";"Fog ";"Fog";"Visibility reduced.";"";"";"";"";"2500 or more, or no clouds.";"";"";"3.6";"5.3";"";"";"";"";"";"";
"30.04.2020 23:00";"5.4";"747.6";"750.7";"0.1";"97";"Wind blowing from the east-southeast";"1";"";"";"90  or more, but not 100%";"Mist. ";"Visibility reduced.";"No significant weather observed.";"";"";"";"";"2500 or more, or no clouds.";"";"";"1.4";"4.9";"";"";"";"";"";"";
"30.04.2020 22:00";"6.3";"748.0";"751.1";"1.2";"97";"Wind blowing from the south";"3";"";"";"10%  or less, but not 0";"Mist. ";"Visibility reduced.";"No significant weather observed.";"";"";"";"";"2500 or more, or no clouds.";"";"";"6.0";"5.9";"";"";"";"";"";"";
"30.04.2020 21:00";"7.8";"748.0";"751.1";"0.9";"96";"Wind blowing from the south-southwest";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"7.2";"";"";"";"";"";"";
"30.04.2020 20:00";"9.8";"747.5";"750.6";"0.4";"90";"Wind blowing from the south-southwest";"4";"";"";"no clouds";"No significant weather observed. ";"Showers or intermittent precipitation.";"Rain.";"7.6";"11.1";"";"";"";"";"";"30.0";"8.3";"11.0";"12";"";"";"";"";
"30.04.2020 19:00";"10.8";"746.8";"749.9";"0.0";"86";"Wind blowing from the south-southwest";"3";"";"";"10%  or less, but not 0";"Rain (not freezing). ";"Showers or intermittent precipitation.";"No significant weather observed.";"";"";"";"";"2500 or more, or no clouds.";"";"";"30.0";"8.6";"";"";"";"";"";"";
"30.04.2020 18:00";"9.8";"747.1";"750.1";"-0.1";"94";"Wind blowing from the south";"3";"";"";"90  or more, but not 100%";"Rain shower(s) or intermittent rain, slight. ";"Showers or intermittent precipitation.";"Rain.";"";"";"";"";"600-1000";"";"";"12.0";"8.8";"";"";"";"";"";"";
"30.04.2020 17:00";"10.3";"747.1";"750.1";"0.2";"92";"Wind blowing from the south";"2";"";"";"90  or more, but not 100%";"Drizzle, not freezing, heavy. ";"Rain.";"Drizzle.";"";"";"";"";"200-300";"";"";"6.0";"9.0";"";"";"";"";"";"";
"30.04.2020 16:00";"10.0";"746.8";"750.0";"-0.4";"92";"Wind blowing from the south-east";"1";"";"";"90  or more, but not 100%";"Rain (not freezing). ";"Rain.";"No significant weather observed.";"";"";"";"";"300-600";"";"";"40.0";"8.8";"";"";"";"";"";"";
"30.04.2020 15:00";"9.5";"747.2";"750.3";"-0.2";"95";"Wind blowing from the south-southwest";"3";"";"";"100%.";"Rain, not freezing, moderate. ";"Rain.";"Drizzle.";"";"";"";"";"100-200";"";"";"6.0";"8.8";"";"";"";"";"";"";
"30.04.2020 14:00";"11.0";"746.9";"750.0";"-0.7";"97";"Wind blowing from the south-southeast";"4";"";"";"90  or more, but not 100%";"Drizzle, not freezing, moderate. ";"Rain.";"Drizzle.";"";"";"";"";"100-200";"";"";"6.0";"10.5";"4.0";"6";"";"";"";"";
"30.04.2020 13:00";"10.7";"747.2";"750.3";"-0.8";"97";"Wind blowing from the south-southeast";"4";"";"";"90  or more, but not 100%";"Rain, not freezing, slight. ";"Rain.";"Drizzle.";"";"";"";"";"100-200";"";"";"6.0";"10.2";"";"";"";"";"";"";
"30.04.2020 12:00";"9.8";"747.4";"750.4";"-1.1";"97";"Wind blowing from the south-east";"5";"";"";"90  or more, but not 100%";"Rain, not freezing, moderate. ";"Rain.";"Rain.";"";"";"";"";"100-200";"";"";"4.2";"9.4";"";"";"";"";"";"";
"30.04.2020 11:00";"9.2";"747.6";"750.7";"-1.3";"97";"Wind blowing from the east-southeast";"6";"";"";"100%.";"Rain, not freezing, slight. ";"Rain.";"Drizzle.";"";"";"";"";"100-200";"";"";"6.0";"8.8";"";"";"";"";"";"";
"30.04.2020 10:00";"8.9";"748.0";"751.1";"-1.2";"97";"Wind blowing from the east";"7";"";"";"90  or more, but not 100%";"Rain, not freezing, slight. ";"Rain.";"Rain.";"";"";"";"";"100-200";"";"";"6.0";"8.4";"";"";"";"";"";"";
"30.04.2020 09:00";"8.1";"748.5";"751.6";"-0.9";"97";"Wind blowing from the east";"7";"";"";"100%.";"Rain, not freezing, slight. ";"Rain.";"Drizzle.";"";"";"";"";"100-200";"";"";"7.0";"7.6";"";"";"";"";"";"";
"30.04.2020 08:00";"7.6";"748.9";"752.0";"-1.0";"95";"Wind blowing from the east";"6";"";"";"100%.";" ";"";"";"5.1";"7.7";"";"";"100-200";"";"";"10.0";"6.9";"0.9";"12";"";"";"";"";
"30.04.2020 07:00";"7.3";"749.2";"752.3";"-1.2";"95";"Wind blowing from the east-southeast";"6";"";"";"100%.";" ";"";"";"";"";"";"";"100-200";"";"";"11.0";"6.6";"";"";"";"";"";"";
"30.04.2020 06:00";"6.8";"749.4";"752.5";"-1.6";"95";"Wind blowing from the east";"6";"";"";"100%.";" ";"";"";"";"";"";"";"100-200";"";"";"14.0";"6.0";"";"";"";"";"";"";
"30.04.2020 05:00";"6.5";"749.9";"753.0";"-1.2";"95";"Wind blowing from the east";"6";"";"";"100%.";" ";"";"";"";"";"";"";"100-200";"";"";"14.0";"5.8";"";"";"";"";"";"";
"30.04.2020 04:00";"6.2";"750.4";"753.5";"-0.9";"95";"Wind blowing from the east";"7";"";"";"100%.";" ";"";"";"";"";"";"";"100-200";"";"";"12.0";"5.5";"";"";"";"";"";"";
"30.04.2020 03:00";"5.9";"751.0";"754.1";"-0.6";"95";"Wind blowing from the east";"7";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"200-300";"";"";"22.0";"5.1";"";"";"";"";"";"";
"30.04.2020 02:00";"5.6";"751.1";"754.3";"-0.7";"96";"Wind blowing from the east";"7";"";"";"100%.";"Drizzle (not freezing) or snow grains. ";"Showers or intermittent precipitation.";"Snow or ice pellets.";"";"";"";"";"100-200";"";"";"20.0";"5.0";"0.9";"6";"";"";"";"";
"30.04.2020 01:00";"5.5";"751.3";"754.4";"-0.7";"97";"Wind blowing from the east";"8";"";"";"100%.";"Rain shower(s) or intermittent rain, slight. ";"Showers or intermittent precipitation.";"Rain.";"";"";"";"";"100-200";"";"";"6.0";"5.0";"";"";"";"";"";"";
"30.04.2020 00:00";"5.3";"751.6";"754.8";"-0.3";"97";"Wind blowing from the east";"7";"";"";"100%.";"Drizzle, not freezing, slight. ";"Showers or intermittent precipitation.";"Drizzle.";"";"";"";"";"100-200";"";"";"6.0";"4.8";"";"";"";"";"";"";
"29.04.2020 23:00";"5.3";"751.8";"755.0";"0.0";"97";"Wind blowing from the east";"7";"";"";"100%.";"Rain (not freezing). ";"Snow or ice pellets.";"Rain.";"";"";"";"";"100-200";"";"";"11.0";"4.8";"";"";"";"";"";"";
"29.04.2020 22:00";"5.5";"752.0";"755.2";"0.1";"97";"Wind blowing from the east";"7";"";"";"100%.";"Rain (or drizzle) and snow, slight. ";"Snow or ice pellets.";"Rain.";"";"";"";"";"100-200";"";"";"3.9";"5.0";"";"";"";"";"";"";
"29.04.2020 21:00";"5.7";"751.9";"755.0";"0.0";"97";"Wind blowing from the east";"8";"";"";"100%.";"Rain, not freezing, slight. ";"Rain.";"Drizzle.";"";"";"";"";"100-200";"";"";"4.7";"5.3";"";"";"";"";"";"";
"29.04.2020 20:00";"5.7";"751.8";"754.9";"-0.1";"96";"Wind blowing from the east";"7";"";"";"100%.";"Rain, not freezing, slight. ";"Showers or intermittent precipitation.";"Snow or ice pellets.";"5.7";"9.3";"";"";"200-300";"";"";"3.9";"5.1";"4.0";"12";"";"";"";"";
"29.04.2020 19:00";"6.1";"751.9";"755.0";"0.0";"93";"Wind blowing from the east";"7";"";"";"100%.";"Rain, not freezing, slight. ";"Showers or intermittent precipitation.";"Rain.";"";"";"";"";"300-600";"";"";"12.0";"5.0";"";"";"";"";"";"";
"29.04.2020 18:00";"6.3";"751.9";"755.1";"0.0";"88";"Wind blowing from the east";"8";"";"";"100%.";"Rain shower(s) or intermittent rain, slight. ";"Showers or intermittent precipitation.";"Rain.";"";"";"";"";"300-600";"";"";"30.0";"4.5";"";"";"";"";"";"";
"29.04.2020 17:00";"6.8";"751.9";"755.0";"0.0";"93";"Wind blowing from the east";"8";"";"";"100%.";"Rain, not freezing, slight. ";"Showers or intermittent precipitation.";"Rain.";"";"";"";"";"200-300";"";"";"10.0";"5.8";"";"";"";"";"";"";
"29.04.2020 16:00";"6.8";"751.9";"755.0";"0.0";"93";"Wind blowing from the east";"8";"";"";"100%.";"Rain shower(s) or intermittent rain, slight. ";"Showers or intermittent precipitation.";"Rain.";"";"";"";"";"200-300";"";"";"10.0";"5.7";"";"";"";"";"";"";
"29.04.2020 15:00";"7.4";"751.9";"755.1";"0.0";"94";"Wind blowing from the east";"7";"";"";"100%.";"Rain, not freezing, slight. ";"Rain.";"Rain.";"";"";"";"";"200-300";"";"";"11.0";"6.5";"";"";"";"";"";"";
"29.04.2020 14:00";"7.3";"751.9";"755.0";"0.2";"96";"Wind blowing from the east";"6";"";"";"90  or more, but not 100%";"Rain, not freezing, slight. ";"Rain.";"No significant weather observed.";"";"";"";"";"100-200";"";"";"9.0";"6.7";"2.0";"6";"";"";"";"";
"29.04.2020 13:00";"8.0";"751.9";"754.9";"0.2";"93";"Wind blowing from the east";"5";"";"";"90  or more, but not 100%";"Rain, not freezing, slight. ";"Rain.";"Rain.";"";"";"";"";"200-300";"";"";"9.0";"6.9";"";"";"";"";"";"";
"29.04.2020 12:00";"8.5";"751.9";"754.9";"0.3";"83";"Wind blowing from the east";"6";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"300-600";"";"";"20.0";"5.7";"";"";"";"";"";"";
"29.04.2020 11:00";"8.9";"751.7";"754.9";"0.3";"80";"Wind blowing from the east";"6";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"300-600";"";"";"35.0";"5.6";"";"";"";"";"";"";
"29.04.2020 10:00";"8.9";"751.7";"754.9";"0.4";"79";"Wind blowing from the east";"7";"";"";"60%.";" ";"";"";"";"";"";"";"300-600";"";"";"40.0";"5.5";"";"";"";"";"";"";
"29.04.2020 09:00";"8.2";"751.6";"754.7";"0.5";"82";"Wind blowing from the east";"6";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"300-600";"";"";"29.0";"5.3";"";"";"";"";"";"";
"29.04.2020 08:00";"7.7";"751.4";"754.6";"0.3";"89";"Wind blowing from the east";"4";"";"";"90  or more, but not 100%";" ";"";"";"6.3";"10.3";"";"";"2000-2500";"";"";"23.0";"5.9";"";"";"";"";"";"";
"29.04.2020 07:00";"7.0";"751.3";"754.5";"0.0";"86";"Wind blowing from the east-northeast";"3";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"30.0";"4.8";"";"";"";"";"";"";
"29.04.2020 06:00";"6.7";"751.1";"754.3";"-0.3";"85";"Wind blowing from the east-northeast";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"30.0";"4.3";"";"";"";"";"";"";
"29.04.2020 05:00";"6.8";"751.1";"754.3";"-0.2";"81";"Wind blowing from the east-northeast";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"35.0";"3.7";"";"";"";"";"";"";
"29.04.2020 04:00";"7.0";"751.3";"754.4";"0.0";"78";"Wind blowing from the east-northeast";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"50.0";"3.4";"";"";"";"";"";"";
"29.04.2020 03:00";"7.8";"751.4";"754.6";"0.2";"75";"Wind blowing from the north-east";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"600-1000";"";"";"50.0";"3.6";"";"";"";"";"";"";
"29.04.2020 02:00";"8.3";"751.3";"754.3";"0.1";"73";"Wind blowing from the north-east";"2";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"50.0";"3.7";"";"";"";"";"";"";
"29.04.2020 01:00";"8.5";"751.3";"754.4";"-0.1";"71";"Wind blowing from the north-east";"2";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"50.0";"3.4";"";"";"";"";"";"";
"29.04.2020 00:00";"8.4";"751.2";"754.3";"-0.1";"71";"Wind blowing from the east-northeast";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"50.0";"3.4";"";"";"";"";"";"";
"28.04.2020 23:00";"9.4";"751.2";"754.3";"0.0";"62";"Wind blowing from the north-east";"2";"";"";"100%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"50.0";"2.3";"";"";"";"";"";"";
"28.04.2020 22:00";"10.1";"751.4";"754.5";"0.2";"57";"Wind blowing from the north-northeast";"1";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"50.0";"1.8";"";"";"";"";"";"";
"28.04.2020 21:00";"9.8";"751.3";"754.5";"-0.1";"65";"Wind blowing from the north-west";"2";"";"";"100%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"35.0";"3.5";"";"";"";"";"";"";
"28.04.2020 20:00";"10.4";"751.2";"754.3";"-0.1";"61";"Wind blowing from the west-northwest";"1";"";"";"90  or more, but not 100%";" ";"";"";"8.2";"12.6";"";"";"2000-2500";"";"";"45.0";"3.2";"";"";"";"";"";"";
"28.04.2020 19:00";"11.0";"751.2";"754.3";"-0.2";"50";"Wind blowing from the north-west";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"21.0";"0.8";"";"";"";"";"";"";
"28.04.2020 18:00";"11.1";"751.4";"754.5";"-0.2";"47";"Wind blowing from the north-west";"3";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"30.0";"0.2";"";"";"";"";"";"";
"28.04.2020 17:00";"11.5";"751.3";"754.4";"-0.2";"47";"Wind blowing from the north-northwest";"3";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"30.0";"0.5";"";"";"";"";"";"";
"28.04.2020 16:00";"11.3";"751.4";"754.5";"-0.1";"47";"Wind blowing from the west-northwest";"5";"";"";"40%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"30.0";"0.3";"";"";"";"";"";"";
"28.04.2020 15:00";"11.6";"751.6";"754.7";"0.1";"46";"Wind blowing from the north-west";"5";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"22.0";"0.2";"";"";"";"";"";"";
"28.04.2020 14:00";"11.5";"751.5";"754.6";"0.0";"48";"Wind blowing from the north-west";"4";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"15.0";"0.9";"";"";"";"";"";"";
"28.04.2020 13:00";"11.8";"751.5";"754.6";"0.2";"51";"Wind blowing from the north-west";"4";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"23.0";"2.0";"";"";"";"";"";"";
"28.04.2020 12:00";"10.4";"751.5";"754.6";"0.5";"66";"Wind blowing from the west-northwest";"4";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"600-1000";"";"";"30.0";"4.2";"";"";"";"";"";"";
"28.04.2020 11:00";"9.0";"751.5";"754.6";"0.6";"76";"Wind blowing from the west-northwest";"4";"";"";"40%.";" ";"";"";"";"";"";"";"300-600";"";"";"30.0";"4.9";"";"";"";"";"";"";
"28.04.2020 10:00";"10.1";"751.3";"754.3";"0.6";"68";"Wind blowing from the north-west";"4";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"600-1000";"";"";"40.0";"4.5";"";"";"";"";"";"";
